comentario,final_toxicidade
"Namoro, casamento e filhos não servem pra nada na vida de um homem pois é só despesa financeira e muita dor de cabeça pro homem ter mulher dentro de casa. Eu por exemplo, só me relaciono com garotas de programa pois gastamos menos e nos divertimos mais nesta vida. Lembrem-se que mulher não gosta de homem, elas gostam é de dinheiro. E além do mais, a maioria esmagadora das mulheres são feministas, narcisistas, tóxicas e abusivas e ainda pregam o ódio contra nós homens dizendo que não prestamos, temos que morrer e desaparecer da face da terra. HOMENS, não se iludam com essas mulheres/feministas, narcisistas, tóxicas e abusivas atualmente, pois se você quiser ter sérios e graves problemas na sua vida, passar por situações idênticas e muito piores a que outros homens estão passando ou já passaram, se tornar refém, ter a sua vida transformada num caos, num calvário, num inferno, perder a sua paz, a sua sanidade mental, a sua tranquilidade, a sua qualidade de vida, sua saúde, suas forças, suas ótimas noites de sono, seu bem-estar, sua alegria de viver, seu sossego, a sua liberdade, seu dinheiro/patrimônio, sofrer falsas acusações e ainda poder ser preso. É muito fácil: seja mais um a cair no golpe do namoro firme, do ficar noivo, do morar juntos e do casamento. Não tem erro, a sua vida nunca mais será a mesma. Assim, além de sofrer horrores, você descobrirá pela dor o quanto ser um homem solteiro convicto é uma dádiva, é maravilhoso e é acima de tudo a suprema felicidade. A vida é feita de escolhas. Então, faça as suas!!! REDPILL AND MGTOW FOREVER.",1
"Tu assistiu? Kkkkkk as mulheres da minha família nenhuma assistiu com exceção da mulher do meu irmão. Filme horrível segundo ela . Com viés mais lacrador e pautas de esquerda, não convence muito. E vc gosta de Barbie? Vc não tem muita cara disso. Mas cada um com seu gosto né.",1
Aiii bomba...... 😅😅😅  realmente..... sem palavras,0
"Me desculpa Espectro, eu tentei ouvir até o fim, mas é impossível. Te colocaram contra um papagaio conectado a um gerador de lero-lero.A pessoa literalmente ignora tudo que a Especto diz e começa a pregar suas teorias sociais de 100 anos atrás como se fossem fatos (spoiler: não são). Não sei se ela de fato não entendeu ou se o repertório só permite repetir as mesmas frases o tempo todo como se fizessem sentido em todos os contextos.",1
"Cara se eu fosse o pai do filho, tbm teria esse tipo de relação com a Muié que tive o filho. Ficaria de risadinha e indireta, só pra brincar mesmo, mesmo tendo nada",0
Ta presa nos anos 90 ; pq os homens de hoje ama tudo que ela falou. Quanto mais Parecer uma GP mas eles amam,1
Ela gravando pra tentar apanhar,1
Mulher é o inferno...problema...jogo...vc vai perder tempo....dinheiro...Paz...saúde...liberdade...vc quer isso??? A escolha é sua?????,1
"Terrorismo na veia de homens que não sabem quem são, não sabem viver...",0
"Eu ainda não tive essa coragem de quebrar, mas  vc tem o meu apoio",0
"Acredito que patrocinar a mademoiselle, desde que saiba que esse mundo é cruel, não tem problema nenhum, mas esse cara exagerou e secou a ppk dela .... Muito cavalheiro... Como se fosse um pai e não um ficante",1
E difícil mulher que não presta querer um homem que presta😂😂😂,1
"Sou de 84 e sempre via que os famosos eram muito promíscuos tbm, no início dos anos 90 começou um troca troca de casal famoso e fofocas na tv",0
Essa daí tá dando todos os sinais ruins,1
KkkkkkkSai fora!Aqui não!Vai comprar sua roupa pro job,1
Não voltou satisfeito.  Cabeça de miqueinha é zoada,1
Conservadores cristão? 😂😂😂😂😂 so se for esse ai porque a cria do bozo ta mais pra o capiroto do que qualquer outra coisa.,1
"Com os ze drugs elas deitam na hora, e para o chad da uma mamada no banheiro, agr para medio são rios de regras.",1
"Eu já vi video desse cara ai mandando essa mulher embora no Natal...ou estou enganado? As vozes e o Bio tipo é o mesmo, será que o cara perdoou daquela vez? Ou ela meteu chifre em outro? Ou armação?",0
Acho q ela tá indo na academia pra divulgar o progama só pode,1
"@  Eu também passei por nisso. Ela desempregado, fui falar com um empresário amigo de meu pai, ele me disse que precisava sim de uma moça. Corri avisá-la e no outro dia fui lá ver se ela tinha conseguido o emprego. Ela me disse que não foi por medo de não dar certo. Me emputxi tanto que virei a costas, fui embora e ela nunca mais me viu.",0
meta mesmo gostoso mas não use drogas e não engravide usa camisinha e muito anticoncepcional meta mesmo vai tudo pro inferno seja feliz na terra,1
O AMOR É LINDO! HAHAHAHAHAHAHA,0
"Motoristas de aplicativo do Brasil, vão por mim: só aceitem corridas pagas diretamente no cartão de crédito do usuário. No cartão é só alegria! O pagamento é instantâneo, sem troco e sem dor de cabeça. Se o usuário não tiver crédito, o aplicativo recusa na hora. Viver sem estresse é muito melhor 😉👍",0
"Pior que o ita de Italia não é essa origem não. Agora o ita de Itapetininga, por exemplo, que é uma palavra brasileira de origem indígina, sim. Nessa aí o Luíde está errado.",0
"Fez muito bem, se continuar ela vai trair de novo!",1
"Eu tinha prazer de cuidar da minha mãe, ela se foi aos 93 anos❤❤❤ cuidei até o fim, e hoje sinto muita falta dela",0
Ela que se cuide! Esse cara é um PSICODOIDOI 😂😂😂,1
"Estou com vc mano, eu também não aturo esse tipinho de gente.",1
"Lerdo,burro,o cara entendeu na primeira indireta😂😂😂",1
"Quanto à ex não tô aqui p julgar ou condenar ninguém, pois sei q muitas depois de casadas ficaram sossegadas e responsáveis! Mas toma cuidado msm, esse negócio de muita festa, balada e barzinho, essa inquietação toda é ridícula...👍😙Paz 💚",0
"TaMas era só um questionário para registrar sua profissão. Lá não tem opção de explicação sobre Oque é ser uma dona de casa, então isso foi em vão somente para seu reconhecimento.",0
Escuto isso toda vez n sei mais o q faço kkkk😅,0
"Esses canais de ""desenvolvimento pessoal"" focam em o homem se tornar melhor para agradar femeas, jamais para se valorizarem e terem orgulho proprio. Será que é mesmo um engrandecimento tentar agradar alguem que está pouco se importando com o homem?",1
"Eu não tenho e nem nunca terei, Deus me quer sem rabiscos 😊",0
"Num credito nisso 😮😮😮😮Na minha época isso era impossível ( tenho 50 anos )Acho que é meme, não é possível 😂😂😂😂😂",0
Isso é uma coisa que é só de vc.s muito amor com o menino do pibão,0
Falou tudo. Homem é hipócrita mesmo. Quer esposa troféu e ainda reclama de chifre.,1
Vamos ir terminando com essas traquinagens,0
"Tô lascado, vou me esconder então 😂😂😂😂",0
"Sempre um machista para socorrer uma feminista!  Trouxas, por isso estamos nessa situação!",1
E nem pra fazer inventário 😡péssimo.... ñ vou nem  contar  a estória.... ñ contrate parentes  pra lugar nenhum  parentes só  da prejuízo.,1
Eu acho que só 2% de mulheres ainda tem sensibilidade de se apegar a algum homem hoje em dia 🤔,1
"Nem precisa chegar na idade, ela é feia, por isso caras feios chegam nela. Ela sabe disso, é só ela se olhar no espelho.",1
"Exatamente, o intuito é criminalizar o litígio. Curiosamente, elas podem litigar por qualquer motivo e ainda mandar os filhos comuns tirarem fotos para comprovar o suposto estado econômico do ex-marido a fim de servir de prova para revisão de alimentos.",1
"Mano tu tá se berdendo você um ótimo ator, mas falando sério fica difícil assim kkkkkkk, mas sabe que tem muito assim😅",0
Na quebrada que eu moro 3 meses de namoro já vem o amado kkkk depois tem que pagar pensão 😢,0
"Concordo plenamente com essa moça, hoje em dia as pessoas querem mobiliar casa e ter filhos as custas dos outros. Eu não vou para casamento nem chá de bebê de ninguém, Deus me livre.",0
"E isto é porque no casamento é o homem que ainda tem senso de responsabilidade, principalmente se tiver filho, pois é justamente o homem, cuja mente é racional, que consegue ter nocao real da seriedade e da dificuldade de prover. E é tambem o homem que tem de aguentar o tranco de abrir mao de usar sua renda para si mesmo. A donzela joga no modo facil e ainda é a rainha de reclamar. Agora, sobre o video em si: que conversinha mais mole e sem substancia, apenas falas baratas e shaming. É isto o que sobrou vindo de um cara que se acha homem de verdade e se acha mais fiel a Deus do que aqueles para quem fala?",1
Olha a voz dessa rapariga kkkkkk,1
"Não adianta,  os caras não aprendem. E o pior que a síndrome de super herói está em alta. Elas estão fazendo a cabeça dos bonobos geral. Ninguém,  ninguém liga pra você,  entendam isso!!!",1
Ué. Mas a grande maioria reclama que não gosta de homem assim.  Depôs ficam se humilhando,1
"n tem pra onde correr, se a mulher ta em casa ela fica na desgraça do célular o dia todo conversando com macho, se trabalha alguém do trabalho vai pegar, estamos fudido kkkkkk Kkkkkk",1
Da nojo da ideologia feminista que as mulheres seguem que afetam homens e mulheres de bem..,1
"Traduzindo.Se for pegar, use camisinha e depois desapareça.",1
"Elas falam isso em podcast!porém troca você por um cara, que nem trabalha, usuário de maconha direto fumando! Kkkkk as minas admiram o cara que fuma maconha 😂😂 os que trabalha,chega cansado,as vezes quer jogar um vídeo game pra relaxar do estresse,a mina fica no pé,aí você descobre,que ela reclama de tudo em você,o amante ela não julga em nada,o cara sem trabalhar,elas pega a sua grana e banca a maconha do Zé drogas,aí reclama, pq vc não está fornecendo grana !😂😂 a vida nua e crua! Quem tem virtudes, não segue a manada!",1
"Casal com bom humor, parabéns aos dois.",0
"@  só pq a lei no Brasil é falha que todas as mulheres são ruins? A culpa por acaso é de quem cria as leis ou das mulheres? Se tem homem ruim, tb vai ter mulher ruim que irá se aproveitar das leis, principalmente no Brasil. Isso ñ quer dizer que todas as acusações são falsas ou que ñ tem mulheres que precisam de leis para serem protegidas. Sabemos que essas leis nem ajudam realmente as mulheres que precisam, já que muitas são mortas e o assassino mal fica na cadeia.",0
Eu comia a sobremesa  primeiro 😊,0
"Deixa eu falar uma coisa pro dono do canal,olha muita coisa eu concordo com vc,mas de verdade tem vídeo que acusa uma mulher sem nem siquer conhece-la,infelizmente pra vcs nenhuma presta,poxa vamos ter um pouco de prudência e nao acuse sem saber a verdade das pessoas,ja parou pra pensar que essa mulher pode ter tido duvidas em relacao ao cara,o modo em que tratava ela ou etc...e depois sei la ela percebeu que o que ele tinha nao era tao ruim assim a ponto de terminar?AS PESSOAS ERRAM E NEM PORISSO SAIAM POR AI TRANSANDO ,DA UMA RAIVA DISSO,HOJE TA ASSIM LARGOU TRAIU!POXA SOU CASADA A 18 ANOS FIEL E MEU MARIDO ME RESPEITA SOMOS FELIZES E TEMOS 3 FILHOS,SOMOS IGUAL NAMORADOS,MAS MUITAS VEZES NO COMEÇO DE RELACIONAMENTO NAO TEMOS MATURIDADE PRA ENTENDER AS COISAS COMO DEPOIS DE ANOS,ENFIM NAO DESMERECAM E NEM ACUSEM SEM CONHECER!CUIDADO COM ACUSAÇÕES SEM PROVAS!!",0
"Quando você se torna a melhor opção pra si mesmo . Você está na abundância de opções,  você passar a selecionar .. leve esse conteúdo como uma motivação para o seu sucesso,  jogue o jogo como ele é ,não como você gostaria  !",0
"Passou na malhação , tá aprovado podem contratar rede globo",0
"Parceiro, a hipergamia está tão exacerbada que eu decidi fazer um teste esses dias.Fui numa loja aqui na minha região pra comprar umas meias (600,00 só de meias, porque eu ja compro pra durar 5 anos ou mais). Eu fui relaxadão, de short, chinelo, camiseta e meu cachorrinho, um maltês branco chamado Simba, que encanta a todos que o vêem.Tava esperando a vendedora trazer as meias, daí uma mulher mediana, porem arrumada e até aparentemente gostosa, começou a dengar o cachorro, pediu pra tirar foto, daí começamos a bater um papo. Eu pedi o ZAP, ela me deu. Daí entrou o questionário, onde a navalha corta afiadíssima, pior do que prova do Enem ou concurso público. A única pergunta que eu fiz, porque era o que realmente me interessava foi se ela tinha filhos, e pasmem, por incrível que pareça, se ela não mentiu, achei uma mediana gostosa de mais de 25 anos e sem FILHOS. Ela preencheu o meu requisito.Agora vejam os requisitos dela, que obviamente eu não preenchi e de forma sutil, bem ao estilo entrevistadora de RH, ela me ""desqualificou"".Você mora sozinho? (Sim).Casa própria ou alugada? (Própria).Tem parentea por perto? (Minha mãe e eu moramos no mesmo quintal, embora em casas separadas).Voce tem filhos? (Não).Até aqui estava aprovado, mesmo nao sendo o famoso ""Chad"" e medindo apenas 1,65m.Mas ai vem a pergunta chave, que é a NOTA DE CÔRTE, onde 99% dos homens honestos que falam a verdade, são reprovados:Em que você trabalha? Notem que nao perguntou sequer o quanto eu ganho e sim no que eu trabalho.Quando eu respondi que sou motorista autônomo, trabalho com coletas e entregas, a desilusão e descontentamento no olhar da mulher foi tão grande, que acho que ela ate se arrependeu de ter me passado o zap dela, mesmo vendo que só a minha compra de meias deu 600,00. Incrível! Se eu quisesse ter comido aquela ppk, bastava eu ter mentido que era um mega empresário, mesmo que depois a verdade viesse à tona. Ainda chamei no zap, mas como eu já havia sido reprovado, ela manteve uma conversa vazia que girava apenas em torno do meu cachorro, o que obviamente me gerou desinteresse e decidi não perder meu tempo precioso. Sei que daqui a alguns anos vou receber um “oi sumido”, mas se até lá esse mundo ainda não tiver acabado, pretendo deixar no vácuo.O status pra elas é algo sagrado. O bom é que a gente sabe que o Brasil é um pais onde a população é ""pobre"" e que os poderosos de Instagram são poucos e não vai ter pra todas.Não acredito em inverno pra elas, até porque o quê uma mulher jovem e bonita curte em uma semana, a maioria dos homens medianos não vão curtir durante toda a sua vida. Mas aqui não se trata de karma ou lei do retorno, se trata de matemática e números - não tem rico pra todas, e como a hipergamia não enxerga isso, haverá um exército de velhas, rodadas, encalhadas e solitárias.Creio que o Brasil como nação, não passa de 2030.",1
"@  primeramente franco, vc não conhece e n estou preocupada com sua vida, só a gratidão pelo meu sucesso já é uma vitória",0
Homem não gosta muito de reclamar. Mesmo quando é propaganda enganosa! Temor da confusão é grande.,0
@   Precisa mais dele não.  Tá com a vida feita.  Agora é só curtir.   Vai sair com uma bolada.,0
"Irmãos aí vai um conselho. Conquistem suas coisas sozinhos por menor que seja sua conquista,  que seja sozinho.  Mulher pega carona no nosso sucesso.  E depois nos levam tudo sem o menor pudor.  Mulher não tem dó de homem nenhum pingo. Vou falar por mim casei,  gastei mó grana , no casamento ela vinha pra cima de mim e tal.  Até que um dia coloquei as coisas dela no carro e joguei em frente da casa dos pais dela, mesmo eu gostando dela fiz isso , sem a menor pena. Passaram se uns dias ( 5 ) oficial de justiça  veio na minha casa trazendo um papel sobre a medida protetiva.  Depois disso ela que mora próximo a mim me viu em uma loja e chamou a polícia dizendo que eu estava seguindo-a. Resumindo fui preso e respondo o processo até hoje.   Por isso falo de novo irmão NAO TENHA PENA DE MULHER !",1
"Guri é muito inocente, a família dele tem que dar um basta nisso, não torço pro Sem Mundial, mas, não torço contra esse garoto",0
"Relacionamento e o caminho mais rapido para virar pobre hoje. Uma falsa acusacao, uniao estavel, ja desaparece o patrimonio. 😂",1
adquiri  esse ebook .. muito  bom mesmo rsrs vlw fera,0
"Se nem ela se importa com ela, por que o rapaz tem que se importar, vagaba!",1
Muito bom! Homem tem que parar de bajular algumas mulheres interesseiras!!,1
"@ .Bittencourt  ele falou que se achar alguma mulher boa pra ele , nem pensaria em trair ou largar ela",0
"É isso aí.escolhem tanto que no final, acabam ficando com o pior de todos",1
Essa psicolouca! E feminista! Esses dias a mulher deu um prejuzo que chegou perto de um milhão de reais!  E foi tratada como vitima na audiência de custódia!,1
Pelo.menos ela foi sincera Interesseira😂😂😂,1
"Esquece, esses caras querem fica bonito na mídia, a legítima defesa ela não pode coexistir com o monopólio da violência estatal. Vc  não tem direito e sim concessão estatal.",0
"Verdade , é bonito sim e ela é linda .",0
"A primeira e única vez que relacionei foi por conta da família. Sacrificar a solitude por conta dos outros é ser bem burrinho, né. Não façam isso, não criem a necessidade do trofeuzinho. Vejo os caras que estão entrando na casa dos trinta fazendo muito isso, os da igreja então nem se fala... No meu caso foi no início dos vinte anos porque achavam que eu era gay. Hoje em dia nem a família sobrou direito, são poucos os que considero atualmente.",0
Eu sei bemEu ja casei com um banana😚🗡️🗡️🗡️,1
"E agora só falta falarem que esse “gás” (ar que respiramos) que o domo segura, vem exclusivamente das plantas. As mesmas coisas que falavam na nossa escola, vamos proteger a Amazônia (não que não deva ser protegida, é claro que sim).",0
Fechei o vídeo quando ela falou geração do fim do capitalismo KKKKKKKKKDEUS É MAIS,0
Humilhante é  querer  serem  superiores a quem faz alguma coisa e não saber fazer nada.,1
"@  Prá que se acabar ""descascando"" por aí? Tem tanta GP disponível para ""aliviar as bolas"", tanta culher para dar um ""leitada e ghost""! Entenda! Nós, homens, evitamos relacionamento sério e longo com a culherada, mas isso não nos impede de, vez por outra, dar um ""cutuco, um fincão, uma montada, uma madeirada""! O que a gente evita é chegar em qualquer uma que encontramos por aí nas ruas, baladas, ""pancadões"", bailes funk e shows de rodeio! Mas, quando achamos uma ""interessante"" e analisamos que o risco é pequeno dela ser ""maluca"" (fé nas malucas? NUNCA!), feminista ou interesseira, nada nos impede de tentar um ""leitada e ghost""! Depois, é ""tchau e bênção""! Red Pill na veia! Sempre! Tamos Juntos!",1
Homem em extinção? Isso faz tempo😢,0
"@ -u4w trabalhei 15 anos fazendo laboratório numa fábrica onde por turno eram 6 inspetores de qualidade no meu turno eram quatro mulheres eu e um rapaz alegre. Quando elas se juntavam para falar amenidades o que eu ouvia era era simplesmente constrangedor. Um marido que tinha o brinquedo torto para a direita, um outro que parecia um coelho na hora H, um outro que era um galo de terreiro e o quarto que gostava de inversão. Eu me perguntava qual a necessidade que aquelas mulheres Casadas tinham de revelar as suas intimidades ??? Depois reclamam dos CHIFRES e da ""covardia"" das amigas, da para acreditar nisso ???",1
Isso se o Gustavo não fugir de novo.,0
"O CARA MARCOU O CASAMENTO SABENDO QUE ELA TEM 7 FILHOS E AGORA ESTÁ PERGUNTANDO O QUE VAI FAZER? NAO É HOMEM, É UM SEM CARÁTER, ESPERO QUE ELE NÃO CASE , ESSA MULHER NAO MERECE ESTE CALHORDA!",1
Muitas mulheres assim 😢muitas .......,0
xavier videos: solução pra ela. Será q ela engole? 😂,0
Elas próprias são as canalhas. Ficam reclamando porque simplesmente perdem para as mais jovens.,1
"@  Bem lembrado. Os garotões que iniciam a vida aos 40, 50 ou 80 ignoram isso. Acham que é só atrair uma mulher 30, 40 ou 50 anos maos jovem com a beleza e virilidade que só um garotão em estágio avançado pode ter, e serão felizes para sempre, com sua prole saudável e numerosa. Desconhecem também que muitas mulheres têm menopausa em torno dos 60 anos, como é o caso da minha avó, as irmãs da minha avó, minha mãe e minha bisavó, ou se seja, as mulheres da família que já entraram na menopausa. Minha bisavó teve a última filha com mais de 50, minha avó teve a última filha com 46. Até para criar falácias é difícil, para quem não busca conhecer o assunto.",0
"Também não precisa acabar com a raça de vocês,por causa de algumas  loucas",1
"@  entendo seu ponto de vista. Mas a mulher quando não trabalha, principalmente quando está em um relacionamento, ela se coloca numa posição muito complicada, porque ela está 100% dependente do marido, se acontecer traição, agressões físicas, abusos, ela não tem como simplesmente ir embora.Mas eu entendi o que você quis dizer, ambos de em trabalhar e buscar ser independentes.",0
"Acho q sou beta ceboso, tenho fobia social e percebo q isso me distância das pessoas, principalmente mulheres enfim tbm sou beta nerd sou terrível em esportes e sou calvo , gosto de falar de filmes, séries,animes e teorias da conspiração.Infelizmente isso é pouco a atraente para as minas",0
​ -080 mulher gosta de dinheiro 💵💵💵💵💵💵💵💵💵💵Esqueceu foi?! 🤔...,1
Bora traduzir porque tá veia .Frescura pra falar o óbvio.,0
Entendemos o que ela quis dizer no vídeo 🤷‍♂️😂,0
"Aquela travadinha na fala pq não podia falar o resto, seguido de um riso pra disfarçar... tão ficando tão manjadas que chega a dar tédio.",1
"@  o Femenismo deu a elas essa falsa afirmação de liberdade sexual que elas estão confundindo com LIBERTINAGEM, o preço do HEDONISMO será cobrado, doa a quem doer.",1
"@  Obs: á única coisa que você nós esclareceu, é o fato de você passar de mão em mão para chegar á essa conclusão, e isso evidência á sua promiscuidade, portanto você não tem valor para relacionamento, hahaha! Sinto lhe dizer, más nós homens preferimos mulheres apertadas e virgens. Portanto você está descartada para nós! Durma com isso.",1
"O demônio  se manifestou!Se fosse  um criminoso , já tinha dado um fim nessa  agressora!Elas sabem com quem mexem!",1
Endrick não confia nas camisinhas que a sua namorada oferecer na hora do coito. E se for no pelo não seja ingênuo de rechear o bombom com o licor da vida. Se é que vc me entende.,1
Mas ele gosta é assim...bem safado e sujo do outro.Ainda aproveita os louros da divisão dos bens.,1
"Fala isso para ele… tenho certeza que ele vai amar. As vezes o que precisamos para melhorar nosso relacionamento com nossos pais é entender que eles tbm são humanos cheios de erros e falhas, mas que daria a própria vida por nós",0
Relacionamento é feito de muitas micro coisas e poucas macro coisas.,0
"Rsrs acho que esse aí gosta é de quiabo, sou cristão e de direita e nunca tive problemas de relacionamento.Pelo jeito o menino só não gosta da fruta e a mãe tá passando um pano.",1
"Minha mãe me carregou por 09 meses no útero/barriga, sofreu em 1990 um aneurisma/derrame e ficou com o lado direito paralisado, nasci em 1991 correndo risco de vida, o médico perguntou às minhas tias: ""Só consigo salvar 1, quer quer salve sua Irmã ou o filho dela""?, Minhas tias responderam, salve os dois doutor."" Hoje tenho 33 anos (filho único), moro com minha mãe, meu pai caiu fora, quando viu minha entrar mo hospital de uma forma e sair dele de outra e ainda ficava com o cartão dela para gastar com cerveja e outras mulh...., batia em minha mãe e depois dava chocolate para não contar a ninguém, mas minha mãe chorava muito, pois não podia se defender mais, minha vó via e chorava também, e falou para minha tia e ela pegou ele pelo pescoço e disse saia agora daqui ou, pois além de ser crime o que você faz com ela, você não é homem para cuidar do seu filho e nem cuidar dela. Hoje ele formou outra família, continua bebendo. Eu hoje sou servidor público estadual, só alegria, é ela quem vou ajudar sempre e ajudo, médico, lazer. Agora estamos numa época bem complicada para relacionamento, se eu me relacionar, vou perder o que tenho e perder o dinheiro de minha mãe que é servidora federal? Jamais.",0
Poxa que legal esse cara é um soldado exemplar ❤,0
Ficar como segunda opção  na vida de alguém  é  terrível! Quem te deixa nessa situação  não  merece nem ser descartado!Olhar pra trás  é  coisas de pessoas fracas!Deus é  a minha melhor opção!❤❤❤❤,0
"Rapaz, nem na Globe tem atores tão bons.",0
"Falou tudo... Depois elas vem falar que sao empoderadas, que conquistaram tudo com seu próprio esforço 😂😂😂",1
Isso sim é esposa ! Uma mulher de cabeça,0
Mais um escravo que alimenta o Estado ginofacista.,1
"As mulheres sao das partes da eva ,corruptas e maior pecadora..abrem os olhos homens burros e jovens tbm os pais tem q educar seus filhos homems a nao se apegarem as mulheres apemas curtem com elas e um futuro depois de uma certa idade ai sib procura uma parceira pra viver mas nao qualquer mulher mesmo na idade maos avançada ten umas que so jesus na causa mesmo vale pra homem tbm nao so as mulheres.tenho 35 e sou divorciado graças a Deus.talvez eu arrume alguma ou não..",1
"Os bandidos geralmente são homens fortes. O problema do homem de bem hoje em dia é ter caído no conto de que homem bom não precisa ser forte. Cara, eu tenho praticamente 50 anos, uma vida financeira razoável, mas vivo no minimalismo, praticamente ninguém sabe da minha realidade financeira, mesmo já ter levado vários pés na bunda, ainda sou admirado por várias mulheres, porque eu procuro ser mais forte que bandidos, não para me engrandecer, mas porque é preciso. E isso torna um homem atraente.",0
O delicado é viciado em fio terra.,1
"Esquerdistas como o Álvaro, defendem o indefensável. Não tem argumentos, só sabem rotular e tentar cancelar os outros. Quando em um debate organizado, saem “cagados e se arrastando”.",1
"Agora, vamos e convenhamos...o congresso é majoritariamente masculino e coo esses absurdos passam e viram lei. As mulheres estão na luta, se juntam e conseguem absurdos. Já os homens não se organizam, aceitam tudo,  deixam tudo pra lá...precisam se organizar na vida não só em comentários de internet. Todos os canais Red estão lotados, mas na vida off, nada. E as leis pra vida real vão passando...",0
"Não tenho filhos mas tenho um excelente carro uma vida boa cuidando da minha saúde um dinheiro guardado e se  Deus permitir em breve estudando medicina veterinária , e aprendi com o passar do tempo que pessoas que se consideram melhores por terem filhos ou casamento ""perfeito""devem ser ignoradas pois não vão agregar em nada",0
Como saber o que a mulher precisa?,0
"@  tá vendo que relato padrinho, que essas pilantras são capazes de aprontar, quem não ouvir seus conselhos vai pra sarjeta, enquanto a pilantras vai tá sentando em várias mandiocas",1
Palhaçada isso os homens gostam de ouvir. O correto é ambos aprenderem um com o outro . É por esses pensamentos que muitas mulheres são sacanas com muitos jomens,1
Essa mulher é especialista em que? Em falar   kkkkkkkkkkkkkkkkkk Ela começou bem mas dps começou a inventar um monte de informação sureal com base nas vozes do além pra tentar dar aquela impactada kkkkkkkkkkkkkkk,1
Porque sera que nao me assusto com isso nos dias de hoje 😮,0
"Um dia me declarei pra minha amiga da escola que tbm era da igreja, ela zombou de mim, fiquei muito triste 😢 meses depois conheci uma moça humilde da igreja,me apaixonei e casei e a amiga me procura até hoje, isso tem 24 anos e ela nunca me esqueceu,se arrependeu 💔",1
"Se a especialista falou, eu acredito. Só que só de ouvir ela, é possível perceber como ela não prefere as pequenas coisas da vida...",0
"Essa aí não dorme com frio nunca, pois está coberta de razão! 😅❤",0
"Cara, cada pessoa tem o direito de ficar com quem quiser, se ela não te quis aceita e ponto. Está sabendo até que ela ta sozinha, ficar sozinho ou sozinha não quer dizer que a pessoa não esteja bem.As vezes é melhor ela sozinha do que com um cara igual você, você já pensou nisso?",1
"  está sentindo o que a maioria delas cobram de seus parceiros, trabalhar fora, ajudar nos trabalhos de casa e  ser amoroso...🤷🏽‍♀️",0
"Tem que dar valor no que crecem maravilhoso  o sr da Havan 😂😂😂 vao bolaonariatas .O pt não  ganhou as eleições  ai so por isso nao esta sendo ajudados por eles ,porque o exercito  era pra ter ajudado ,a recuperar  so que nao deixaram",1
😂😂😂 Lucas… essa mãe está preparando o Lucas pra ter uma vaga logo numa penitenciária. Onde já há muitos Lucas.,1
"Enquanto isso, o Vilela do inteligência limitada quer chamar o bonzinho do Edu Guedes. AFF.",1
