comentario,final_toxicidade
"Elas querem atitudes tradicionais, mas querem ter os comportamentos moderninhos pq é empoderamento. Só enganam quem é 7rouxa!",1
  Já está emperrando piradinho se não fosse isso não estaria tendo esses vídeos e todos nós vendo esses comportamentos.,1
"E estariam certas, mulher não é saco de pancadas",0
É por vídeos como esses que eu me questiono se o capitalismo é mesmo a menos pior das formas de organizar a economia.,0
72h sem luz e acaba esse discurso. Falta de louça e calcinha pra lavar.,1
"Quando eu encontro uma mulher e ela vem com esses papos, já saio fora... Isso é papo das 30+",1
1:20 😢😢😢😢😢A viol€ncla foi essa dancinha 😢😢😢,0
Kkkk !!!😂😂 homen de caráter até tem !! Mas cadê a mulher na msm linha ?😅🎉😂,1
Cada dia q se passa mais triste v no que esses barriga tao se transformando,0
"Eu acho linda a que gem preenchimento e natural, mais ela fica falando de outras e ta precisando arruma a dela, se fizer natural fica bonito sim",0
"@  Tipo aquele do calvo do campari? lembro dele ter dito que ele tinha ""bons"" cursos... (de fato uma bola fora)",0
"Ou seja, se for sair com uma mulher, trate-a como sua filha. 😂😂😂😂",1
O pior de tudo isso é a pessoa fazer um vídeo expondo isso. Não tem vergonha de falar tais coisas e publicar pra milhares de pessoas verem?,1
Valores que não existe porque casou?,0
"aquela lei da segregação no Paraná tem que aprovar o quanto antes, acelerecionismo nesses mang1nas, ta pouco ainda.",1
"chamaram duas mulheres contra o feminismo pra falar de feminismo, não teve contraponto, então não fez sentido algum porque não houve debate antagônico.",0
"Cuidado para não ser matéria no cidade alerta, Brasil urgente, Jornal da Record, Jornal da Globo, etc, etc, etc, etc.",0
Parabéns pelas lindas palavras de Sabedoria minha querida 👏😊a solitude é um prazer 😊,0
Ser pobre virou a licença para ser tudo que não presta,1
Essa questão da habilitação vai criar uma nova lei trabalhista onde haverão cotas nas empresas de transportes para as mulheres (motoristas). O bom motorista já não servirá para mais nada.,1
Resumindo : Promiscua = Prostituta,1
Realmente ia ser dificil essa historia ser aceita por outros cara ouvindos em tantos detalhes e nao ouvir uma piadinha.,0
"   concordo, assim como muitos homens enchem a mulher de filhos e acha que trabalho de casa é não fazer nada. Mas tudo dentro de um casamento tem que ser bom para os dois. E nunca será uma divisão igualitária depois que uma mulher engravida, aí cabe a compreensão de ambos os lados.",0
"  ele precisa fazer continuamente uma terapia intensiva, e ele precisa usar a racionalidade. Se ele continuar desse jeito vão se aproveitar dele, já sabem o ponto fraco dele e manipulam isso.",0
Se você gosta de mulher maromba tenho uma má notícia pra você...,1
"E vai se Perpetuando... a Guerra Dos Sexos, que o FEMINAZISMO instaurou nessa Sociedade Brasileira Decadente. O Abismo é logo ali... e não existe Meios de Resgate! 💥☠️🔥💩",1
@  Profº Marcelo Andrade é minha sugestão. Homem sério da história e que ensina bastante sobre o catolicimo histórico.,0
NÃO esta se falando do companherismo de Deus.. esta se falando sobre companhia humana.. tipo um HOMEM  ter a companhia de uma mulher.. e a MULHER de um Homem..,0
"Sinceramente, ele não te deu 😂😂 Presente do inimigo.",0
"Só pela ""carinha"" dela já dá pra saber que de fato é uma armadilha. Abre o olho garoto",1
-c4u  mora sozinho é bom porque VC come aina que quiser ...,1
o gui fez tudo por ela passou vergonha ao vivo e ela nem  ai para o cara pqp,1
"Oi seja, seja o mais canalha possível com sua mulher, porque essa é a verdadeira felicidade delas...",1
Só essa voz já embrulha o estômago,1
"Mano vc precisa de ganhar um prémio papo 10 kkkkkkkkkk vc transcendeu mano parabéns, vc disse tudo.",0
"Mesmo que o não procurar ela, está preste a chutar ela de casa. Já  o outros amante, depois de alguns anos, vai chutar também. Resumindo: ela vai ficar frustada em tudo.😂",1
Comhecam tantas coisa m saia comprida que o cara levou para o motel e depois casou com a que vestida roupa curta,1
Que dama de mulher empoderada e que ela crá faz errado ninguém vergonha as outras agora se você quer ensinar o que é certo e fazer e honrar as mulheres faz correto faz certo ensina o que é certo seja uma mulher de valor de verdade parabéns ao homem aí falou sério falou correto e foi homem pra assumir Tanto o que desvalorizada a ele como o que valoriza foi correto isso é ser homem isso é valorizar a sua classe,1
"Parabéns pela sintonia. Quem achar, achou. Ganhou na loteria. A Exceção só confirma a regra. A regra de que não vale a pena assumir uma mulher hoje em dia.",1
1:19:30 segundo o adrilles o Brasil teve o maior crescimento da AL e funcionou a pleno emprego. O cara quer reescrever a história mesmo. Mds,0
"Tem um pastor que falou isso a  pessoa aponta o pecado da outra,,  mais o dela ela não fala,  , pra Deus homem e mulher e igual, os dois devem se  casar virgem",0
"Oxente, e pra ir comer um espetinho precisa conhecer o parceiro? Se ele tiver respirando já serve de companhia. 😂",0
"A raiva dela foi que ele fechou a porta pra que ela vira-se a pastora de relacionamento, afinal alguém que traiu falar de relacionamento feliz não iria dar certo.",0
Eu mesmo nem respondo  mais  pois nem tempo eu tenho mais   e senão for recíproco  a conversa  esqueçe  .,0
Teremos asilos cheios de velhinhas divorciadas num futuro próximo....,1
"Papai e mamãe,  orgulho da famllia....prostitutas são assim mesmo..elas estão na via pra ser degustadas 😂😂😂😂",1
MÚSICAS BRASILEIRAS EM GERAL NÃO VALEM NADA.  ODEIO SERTANEJO E FUNK MUITO MAIS. NÃO OUÇO MÚSICAS BRASILEIRAS,0
"Dia 16 deste mês, fiz 62 anos de casada, um casal dedicado um ao outro, trabalhando juntos por mais de 50 anos, sem brigas e muita parceria.Mas não é mais o normal.",0
E eu q nunca peguei ninguem faço oq?,0
"Sai do emprego! Fica em casa, cuidando do marido e dos filhos se os tiver. Faça um curso de corte e costura e ganha dinheiro sem sair de casa. Pague a Previdência como costureira autonoma. Seja feliz com sua familia, seu marido!",1
Existe grande chance de ser Transtorno Opositor Desafiador (TOD). Tem que levar logo no psicólogo e psiquiatra. Senão vai ser muito difícil a sua jornada com ele.,0
🍷🗿🚩😡AGORA É TARDE O HOMEM DESCOBRIU QUE TEM UM PODER O PODER DE IR EMBORA  E VIVER EM PAZ LONGE DE MULHER 🤔🙄🤔🙄🙄🤔🙄🙄🤔🤔🙄🙄🙄🙄🤔🤔🙄🤔🙄🙄🙄🙄,1
"Adorei a atitude dessa mãe! Filho tem que respeitar, não são os donos da casa!",0
Fudeu a pestinha literalmente 😂,1
falando das cadelas emputeradas se vc não é não deveria se doer,1
Passa toda minha vida eterna com cristo,0
Parabéns!!!!!!!!Se toda mãe agisse desta forma não haveroam piranhas e bandidos.,1
Esse é um grande problema. Levou um ghost do chad e tá perdidinha!!!! Não recebeu atenção se PERDEU TODINHA,1
Ele tava possuído pelo 9 CASCOS do PT,1
Resumidamente a melhor definição - mas ela é nova e aprende.,0
Você está certo. Eles que SEPHODAM,1
@  me passa o contato de umas que não irei contratar jamais ainda mais se for com essa cara,1
😂😂😂😂😂😂 mentira isso tem nada ver isso 😂😂 eu faço isso sempre. Casei me separei. Eles correm atrás de mim.,0
ELE TEM PAPEL DE CORNO COM ELA😂😂,1
😢😢😢😢😮😮😮😱Meu Deus como se comete tamanha crueldade 😢😢😢😭😭😭😭❓,0
"Excelente podcast.O Júnior está, cada vez, mais preparado e capacitado na condução.O Flávio é de uma inteligência aprazível Quanto à menção sobre o caso do Champinha, que foi um contraponto para o Flávio se apartar da esquerda, é acintoso o que o pai da vítima disse em entrevistas.A hipocrisia da esquerda é ignóbil, penso que todos que defendem um bandido poderiam levá-lo para a sua custódia e responsabilidade.",1
"Onde moro não tem Carnaval, mas uns fresco de fora estão trazendo uns bloquinho para aqui Affs, os bostileiros QI 83 se multiplicam rapidamente, chegaram nas bandas de cá.Que nojo, tudo chinelões.",1
Claro  que  as  mulheres  precisam  se  cuidar   mais  quando  existe  amor e  foi  o  espírito  santo quem  colocou  o sentimento não  há   lugar pra outra mulher.,0
"Também estou sim, acima da média.. reserve bem guardada!!",0
Se um só trabalha não tem porque a pessoa que fica na casa não querer ajudar seja homem ou mulher. Ela tá parecendo mais filha e ele pai dela.,0
Mêsmo com esses relatos vai ficar com a sua mulher ainda?,0
"Brasil 4ª economia? Só se for 40ª! Estamos voltando a época do Sarney com inflação crescente POR SEMANA e não mais por ano e esses jornais achando que enganam quem? Esse governo atual tá querendo deixar a população toda fitness desse jeito, todo mundo bem magrinho, vivendo só com uma refeição por dia e ainda pé de galinha com arroz de terceira.",1
"Elas curtem o bad boy, as fortes emoções. Depois é a vez do miqueinha brilhar. Kkkkkk",1
Qual nome do personagem do seu perfil?,0
😂😂😂 logo esse gado vai levar um chifre 😂😂,1
ISSO MESMO NADA DE MORTA DE FOME!,0
@  Os filhos né? Porque eu não vi marido não...,0
Cheguei mais rápido que modernete colocando short atolado pra ir no mercado com o Miqueias.,1
Essas cintas e suportes lombares funcionam na prevenção de lesões?,0
"Tem que ser OTÁRIO demais pra assumir mulher. Elas falam e reclamam demais e tem visão distorcida da realidade.Se tirar o sexo e beleza, o que elas tem a oferecer? São vazias!!! Lembrem-se que elas estão envelhecendo, e é provavel que vc nao queira tolerar esse tipo de comportamento de uma velha que não é sua mãe! Boa sorte pra quem entrar em relacionamento, a 3° idade delas será apocaliptica 😂😂😂😂😂",1
"Mais do que estado de paz, é libertador, isso não tem preço, tem valor...",0
Kkkkkkkkkkkkkkk o dono desse canal está sofrendo junto com ela!,0
"@  Deus não nós dá nada que vai nos destruir. Quem rouba,mata e destrói é satanás.",0
"kkkkkkk, agora a mulher vai esperar ele até ter 50 anos",0
Então o Bonito é mais fácil ainda. Eu sou Prova viva tenho várias declarações Femininas no meu tempo de adolescente indo pra Jovem adulto. E já fiquei com uma mina sem dizer uma cantada ou pagar alguma coisa.,0
Nem deveria passar pela cabeça de um pobre sequer namorar(que já tem gastos). Pobre deve buscar conhecimento e aperfeiçoamento profissional ao máximo para minimizar as consequências da pobreza na vida dele.,0
"Isso vem bem antes da Anitta, antigamente eles faziam aqueles cartões de turismo com imagens de brasileiras ao invés das paisagens... E mas dessas brasileiras eram enganadas pq eles diziam q ia tirar fotos dos rostos dela e no fim tiravam mais dos p3it  do q do rosto",0
Muito..obrigado.gata.eu.teio.53,0
"Mulheres como essa aí é para o cara passar uma noite e ""tchau querida"".",1
As mulheres estão indo para academia de calcinha. Mulher vulgar sem valor.,1
"Para mim a red me acordou, agora vejo a realidade mais claramente, hoje foco principal, eu mesmo, tanto fisico, mental e financeiro... relacionamentos só gastos por migalhas, ""a laranja não está valendo a espremida"". acordem!!",1
"Toda mulher  é  igual  puutaa de zona , se vc tem dinheiro  ela fica no teu colo mas se acabou o dinheiro  a putaa nem tchau te dá e some.",1
Pode procurar q no dela vai achar as pessoas te julga pelos q elas são,0
Isso se a WW3 não rolar esse ano,0
Concordo plenamente com você....é bem isso mesmo.,0
"Brincadeira???😮 , tá louco? Mudaram até o nome da frutaria com O???😮.",0
Realmente! O pai dela tem que pedir desculpas por colocar essa bosta no mundo kkkk,1
"Nenhum é melhor q o outro, fraco nesse video ai é so questão de percepção",0
Fico pensando a mulher caindo de bêbada e a desgraça da bebida não cai da mão affff😡,0
Tempo: 🍆🍆🍆oh baby yeeeaahh oohh fãqui meee,1
"Eu essa coragem nāo quero nem de graça, coitada da mae dela, tentou criar para ser mulher de valor e agora a filha fala assim, nao acredito, eu estou sem palavras, epaero que a mae dela nao escute essas palavras 😢",1
"ATENÇÃO HOMENS:Recebi este texto e estou repassando para conhecimento de vocês. Peço que após ler, repasse-o para alertar outros homens sobre o feminismo (Mulheres feministas). HOMENS, não namorem, não casem e não tenham filhos sendo que você vai ter gastos financeiros desnecessários com mulher e filhos que não vão te servir pra nada na vida. Relacionamento sem compromisso e de preferência com garota de programa. Invistam em vocês, cuidem da mente, do corpo e do seu dinheiro. Seja solteiro, pois muitas das mulheres atualmente são feministas, narcisistas, tóxicas e abusivas graças ao feminismo. A maioria delas não tem nenhum tipo de respeito pelo homem, ficam pregando o ódio contra os homens dizendo que eles não prestam, tem que morrer e desaparecer da face da terra. Não seja enganado por mulheres. Não se iludam, grande parte esmagadora das mulheres são falsas, dissimuladas, interesseiras, arrogantes, egoístas, mentirosas, covardes, desleais, hipócritas, desonestas, gananciosas, superficiais, manipuladoras, imaturas, oportunistas, exigentes, autoritárias, cruéis, abusivas, etc. E ainda tem as leis feministas que as favorecem em qualquer circunstância. Observem as notícias de mulheres que estão matando os seus namorados, amantes e maridos. Fiquem espertos e não vacilem com as mulheres, pois nos dias atuais muitas delas são verdadeiros monstros prontas para devorá-los, seja psicologicamente, financeiramente e fisicamente. Elas na sua grande maioria só se envolvem com homem por bens materiais, dinheiro e para ter um provedor dentro de casa. E na separação a mulher fica com tudo (Casa, carro, etc.) e ainda terá que pagar pensão alimentícia para ela, mesmo se não tiver filho com a mulher. Se tiver filho, além de pagar a pensão alimentícia, a situação será muito pior no judiciário (Na vara de família) sendo que poderá sofrer falsas acusações por assédio, agressão, estupro e outros crimes. Diante disto, observe que não vale a pena pôr uma mulher dentro da sua casa e muito menos ter filhos. E lembrem-se: Nunca, ou seja, jamais confiem em uma mulher.REDPILL and MGTOW forever.",1
"Os jornalecos brasileiros são assim , os piores",1
Amo as Mulheres Comigo nunca Vai faltar a Madeirada nem o Pão é a Água .  os Homens  Envelhecem as Mulheres derretem Vamos vê a Vivi Fernandes na  Fazenda.,1
"Em 2020 eu disse: ''vão todas virar GPs de 30,00"" Falsa acusação para cima de mim, é tomar varias azeitonas facil facil",1
Amiga do Satanás dessas o mundo está cheias delas,1
"Agradeça a mídia que mostram o tempo todo as mulheres como se todas fossem vagabas através de programas ruins ""músicas"" lixo funk sertanejo universitário a mídia é a principal culpada e nada é por acaso",1
Sabemos que tem mulheres que foram sacanaeadas. Mas na maioria a gente sabe como os filhos foram concebidos...,1
de frescura de mi mi mi. Estamos criando filhos pra ser homens e mulheres honrados.mexe com um filho meu ou dessa mãe aí pra tu vê. Isso é amor acorda pra vida.,1
"Está certíssima ela! Esses namoros não duram nada! E aí ela fica com fotos com cara que sabe-se lá que apito toca! DEPOIS se casa com outro e os filhos ficam vendo à mãe com outro nas redes sociais! Até com marido é arriscado, se preservem mulheres! Vc pode estar entrando em empresa falida!🤔🫣🙈",1
Nunca ouvi tanta besteira ne um vídeo só 😂😂,1
"Oh Princesa da Disney World espera sentadinha, tá?! De pé tu vai-se cansar...viu.",1
"Provavelmente sim, mas isso não torna os estudos do Netlab menos enviesados.",0
"o pior não é a groselha que ele conta, o pior é que ele se reproduziu e deixou o mundo mais merda.",1
"@  Não sei onde você mora, mas aqui no Rio tem gata da Zona Sul, de Ipanema, Leblon, subindo o morro pra dar pros caras, principalmente quando tem baile, muitas são lindas sim, com uma beleza acima da média.",0
Eu mesmo sendo mulher e muito bem casada acompanho o canal e meu marido também por acharmos interessante. Ficar aqui não significa que vc não tem parceiro,0
"Essa é das minhas, valeu amiga, é assim mesmo.",0
@  Tá sabendo demais DonSandro,0
"Esses apresentadores são ruins demais, pqp",1
Realmente não entendo o protótipo de bandido ficar ofendido por falar do pai dele. Provavelmente ele foi comprar cigarro e nunca mais voltou 😅,1
"😂😂😂😂 Foi esse Gustavo Machado que ia debate cm Henrido Yt depois falou falou que estava cm problemas de saúde logo,uns dias depois debateu contra Flávio",0
Resumindo nós homens temos muito quê aprender e deixar de ser trouxa...,0
"Verdade, eu tenho toc diagnosticado e a meditação ajuda muito",0
Queria saber qual o regime constituiu essa união 😂.  Vai separar pra ver!,0
Se vc fica em casa o dia todo esperando a mulher se prostituir é porque vc é gigolo,1
Desculpa fajuta pra ser kenga e se mostrar pra macho.,1
Realmente.. Ainda tentou.. Chegou pra dizendo que não dá mais... É tchau e benção 😂😂,0
Fiquei sabendo que trezoitão gostaria de conversar com vc de pronto digo que veria .,0
.9658  vai sustentar msol gadinho de valor kkk,1
"  1° Ninguém quer ir visitar uma mulher q conversa do tipo dessa do vídeo ...duvido q  ela tem colegas q se oferecem p ir na casa dela ...talvez é ao contrário e sim é ela q quer ir na casa dos outros ...O q aontece é o seguinte ...Na adolescência.... acabamos d sair da infância ...somos mais inocentes...temos mais tempo ...temos mais necessidade de falar ... de conversar ...confiamos mais ...C o passar do tempo ...vamos vendo q as pessoas são egoístas, algumas  hipócritas ... e isso até entre irmãos ou primos ....as vezes até temos pai , mãe q não são confiáveis ..isso desde o princípio da vida ...Inclusive o certo seria primeiro sermos amigos dos irmãos , primos , tios e depois vim as pessoas da rua ...depois vim os colegas ...mais não é assim não ..e isso é desde o princípio do mundo ... Não teve a história de Abel e Caim ...O q ela falou sobre gastar ... $$ churrasco, banquete p se aparecer .....isso aí depende do q os colegas combinam ...Outra coisa a vida financeira cada um cuida da sua ...cada um cuida das suas finanças ....cada um tem q ter sabedoria e buscar se qualificar profissionalmente... seja virar um bom catador d reciclagem ou fazer um curso superior ou técnico ou um excelente pintor , padeiro , salgadeiro , cabeleireiro, costureiro ...o certo é economizar e viver d acordo com o q ganha ..a vida financeira é cada um por si mesmo ...Quem é comprometido as vezes já não tem muito tempo nem p cônjuge, nem p filhos ...tem q tirar tempo p ligar , visitar mãe , avó ...Casa , lar é sagrado ...ocupações, responsabilidades durante a semana...provavelmente feriado, sábado são p descansar ..Quem tem alguém q confia p desabafar , p comemorar...tem pessoas q uma motivação a outro c as palavras...conheço pessoas q são cristãos... e q tem temor d Deus e amor , respeito e q se preocupam uns c os outros ...quem tem colegas q da p confiar.... são pessoas d sorte ...Dependendo da idade ...a pessoa está *sedentária* .. _desmotivada_ ... *sem* sonhos e por isso fica igual essa mulher do vídeo ...essa mulher do vídeo está gorda ...não malha , não treina ...alimenta mal ...está inflamada de trigo , pão , bolo , macarrão, doces ...farinhas brancas q viram açúcar no organismo ...Esperar o q ???",1
"Como dizia nos meus tempos de soltar raia:"" cortou , aparou e retalhou """,0
Ele ta certo. Eu sou bi e to preferindo femboys. Esses são um amor de pessoa. Me tratam como Deus.,0
O 99%dessas mina qe  faz esse tipo de conteúdo são todas GP fingindo ser mulher comum 😁claro qe tem as digníssimas qe seguem essas idiotices qe não são gp mas são piores ainda,1
"Ah, sim! Mas com toda certeza!",0
"Não precisa ir na associação americana,é só dar uma olhada nos psicológicos brasileiros,tem até uma página no insta,só louco da cabeça",1
"JESUS CRISTO te ama e te perdoa pelos teus pecados, basta arrepender-se, renuncia-los e não comete-los novamente.
Obedeça os mandamentos para que não venhas a entristecer o ESPÍRITO SANTO DE DEUS, para que não afaste o ESPÍRITO SANTO DE DEUS da sua vida.

MARCOS 12: 30-31.
30. Disse-lhes Jesus: e tu amarás o Senhor teu Deus com todo o teu coração, e com toda tua alma, e com toda a tua mente, e com toda a tua força; este é o primeiro mandamento.
31. E o segundo é semelhante, a este: Tu amarás o teu próximo como a ti mesmo. Não há outro mandamento maior do que estes.

MARCOS 7: 21-23.
21. Porque do interior do coração dos homens, procedem maus pensamentos, adultérios, fornicações, assassinatos,
22. roubos, cobiça, maldade, engano, lascívia, inveja, blasfêmia, soberba, insensatez;
23. todas estas coisas más procedem de dentro e corrompem o homem.

1 CORÍNTIOS 6: 9-10
9. Não sabeis que os injustos não herdarão o reino de Deus? Não vos enganeis; nem os fornicadores, nem os idólatras, nem os adúlteros, nem os efeminados, nem os abusadores de si mesmo com os do sexo masculino, 
10. nem os ladrões, nem os cobiçosos, nem os bêbados, nem os difamadores, nem os extorquidores, herdarão o reino de Deus.

GÁLATAS 5: 19-21
19. Ora, as obras da carne são manifestas e aqui estão: Adultério, fornicação, impureza, lascívia,
20. idolatria, feitiçaria, ódio, discórdia, rivalidade, ira, porfia, rebeliões, heresias,
21. invejas, homicídios, bebedeiras, orgias e outras coisas semelhantes. A respeito dessas coisas vos falo, como já vos falei outrora, que os que praticam tais coisas não hão de herdar o reino de Deus.

APOCALIPSE 20: 15
15. E todo aquele que não foi encontrado inscrito no livro da vida foi lançado no lago de fogo.

APOCALIPSE 21: 8
8. Mas os medrosos, e incrédulos, e os abomináveis, e assassinos, e devassos, e feiticeiros, e idólatras e todos os mentirosos, terão sua parte no lago que arde com fogo e enxofre; que é a segunda morte.


Não deixe para amanhã, aceite hoje a JESUS CRISTO como o seu único e suficiente salvador.
E se você se afastou, volte pra JESUS pois ele não te esqueceu e luta por você para que você creia nele e assim não pereça mas tenha a vida eterna. (JOÃO 3: 16)
Não se esqueça que JESUS pagou com o próprio sangue inocente na cruz do calvário para que você e eu fossemos perdoados pelos nossos pecados e para que não pecássemos mais.
JESUS veio ao mundo não para condena-lo, mas para que o mundo possa ser salvo através dele. (JOÃO 3: 17)
DEUS de Israel seja Exaltado! JESUS seja Louvado! Que a paz e o amor de JESUS CRISTO esteja com você e com toda a sua família.",0
Parabéns!! Essa é uma mãe de verdade!! Deus a abençoe!!,0
"@  Debate significa justamente confronto. Significado: ""Modelo de contestação baseado na argumentação onde duas, ou mais, ideias conflitantes são defendidas ou criticadas com base em argumentos.""",0
😢! Deixa o rapaz seguir a vida dele. E conte a verdade a ele. É  o mínimo que você pode fazer.,0
"O homem traído, porém honrado, deveria imaginar a situação da mulher traindo ele, chegando em casa, beijando ele depois de ter dado o toba e terem finalizado na boquinha dela.Se o cara imaginar essa porra e ficar com a mulher, ele é pervertido, sádico e imoral, segundo os costumes padrões do homem médio.",1
Parabéns pela sua atitude...Um homem de alto valor não fica sem trabalho porque quer.As fazes da vida chega pra todos... não importa se é homem ou mulher.,0
Pode ver são tudo macho essa muleca,1
A maioria dos homens hoje acham que não vale a pena casar.,0
Maravilha uma mulher com senso de JUSTIÇA.  MUITO LOUVÁVEL A VIDA.,0
"A menina falou aquilo pois é essencial em treinos tentar fazer sozinho, sem ajuda, não foi por feminismo ou femismo, pode ver também que no final do primeiro clipe, ela também ri junto com o instrutor, devem ter intimidade ou serem amigos, não espelhem calúnia por favor.(obs, não estou defendendo o feminismo ou o femismo, eu apenas disse a talvez verdade dos clipes)",0
"Parabéns porque até no meio evangélico perdeu se para alguns o temor, também sou cristã evangélica, é agente as vezes não é bem compreendido quando nos recusamos de alguma coisa que venha mexer com a reputação",0
"  Isso que é foda cara, a MULHER QUE DEVE SER SUBMISSA AO HOMEM, É BÍBLICO CARA!",1
"Você está certa!!! Agente colher o que plantar!!! Você está plantando respeito, e vai colher GRATIDÃO!!!❤❤❤❤❤😊😊😊😊🎉🎉🎉🎉",0
"Ta mais que certa , olhamos e sabemos ali e so pra lanchar e pronto ! Se mexer muito da e problema. Com pu nao se envolve !",1
Uma prostituta negociando seu preço.,1
Um vacilo kkkkkkk subir e descer na mandioca dos outros e um vacilo kkkk,1
"99,9% são assim ...se por ventura vc for "" bonzinho"" serás esquecido e motivo de chacota....Se for egoísta e der pau e água terás um lugarzinho na mente   Fui❤",1
40 anos no carrossel até encontrar o coitado do príncipe 😂,1
"amanhã eu vou no bloquinho 1,85 shape slim so sacar o shape e beijar 20 pra me divertir um pouco e talvez comer umas 5 se o tadala permitir.... vai sobrar nada para os betinhas perdão",1
ELA PEGA O CACETE DO MARIO 1 VEZ !........NO CELULAR 1000 VEZES !.........VAZA TEM OUTRA ALI QUE QUER ALGO REALMENTE,1
