comentario,final_toxicidade
"1:46 Elas dizem com a própria boca: eu ESCOLHI se relacionar mais velha, ou seja, foi totalmente opcional, é óbvio que ela podia fazer isso muito antes, mas resolveu ""aproveitar"" antes da ""coisa séria"". Assim como é totalmente opcional o cara não querer mulher acima de 25, tá vencida. Escolhas de lá, Escolhas de cá, e ponto final 😂",1
"*Ele fez dinovo, uma maquina uma besta enjaulada: CHAD VADER*",0
"Também concordo,  RESPEITO,  LEALDADE, DIGNIDADE SEXO E AMIZADE.",0
"  E pra quê você acha que uma mulher vai querer um homem egoísta e narcisista assim como você. que não tem nada pra se doar, que não existe entrega, cuidado seu com ela e nem reciprocidade. Não é atoa que ninguém te quer e você está sozinho.",1
Essa não é a mesma que disse que se apaixonou pelo cliente?,0
"Sou homem ,queria arrumar uma mulher dessa pra eu ficar  em casa.😂",0
"Que carência do caralho, enfiaram na cabeça das mulheres que casamento é amor, romantismo blá blá blá blá blá blá",1
A mulher sempre acha que o homem quer fazer algo com ela ...e ela tem razão tem muito homem ruim igual ele falou nao importa a cor o que se leva em conta é a maldade...esse cara é uma boa pessoa com certeza tera alguém esperando a alma desse justo se um dia ele partir,1
"@  ""não me diga""~~ seu madruga",0
Olha se envolver com uma msol talvez já deu certo no passado mais agora com essa intoxicação feminista elas são as piores pq tem os filhos que podem ser usados na socioafetiva pra prejudicar os caras eu vi uma matéria que no Brasil o reconhecimento da paternidade socioafetiva cresceu 22% cuidado senhores,1
Kkkkkkkkkkkkkkkkk se a moda pega..Tinha que ser cristão a raiz do mau hoje em dia.,1
"  que ele fala que cachorro que tem muito dono morre de fome, e em seguida ele reclama do banco central americano definir sobre algo, sendo uma decisão de poucas pessoas e não da sociedade. Dava pra usar o mesmo Jargão contra ele. É qualquer coisa. O cara passa o debate todo só ouvindo a aula do Gustavo e intervindo pra falar caricaturas e jargões infantis.",0
"Vc e troxa viver com mulher dessa amor próprio,",1
Quem fala essas coisas vai te dizer que casa não é dinheiro e comida tbm não,0
Coitada da. Mulher que passou o dia todo no salão de beleza e de repente encontra com o diabo da feiura kkk,1
Vai que a esposa é doida e te leve para terra dos pés juntos,1
Esse pai tem meu respeito. 👏🏻👏🏻👏🏻👏🏻,0
"Não é somente a mulher chata. Antigamente o casamento durava porque a mulher aceitava a traição masculina como algo natural. Quando ela contava a traição do seu esposo para outra pessoa, o conselho era, “ele te tratou mau, se não, então não separa, porque todos cometem esse erro, mesmo o homem caseiro, se tiver oportunidade, ele vai trair dentro da sua casa porque é a natureza do homem”.",0
"HOMENS SABEM VIVER SEM MULHER.MULHERES NÃO SABEM VIVER SEM HOMENS.ISSO É FATO, MAIS MUITAS VENDE A ILUSÃO QUE (NÃO PRECISO DE HOMEM PRA NADA)TEM MOMENTOS QUE TEM PRAZO DE VALIDADE,E ELAS ACHAM QUE O EMPUTERAMENTO VAI DURAR A VIDA TODA KKKK.AO CHEGAR NOS 35,40 ANOS ELAS PERCEBEM QUE ESTAVAM ERRADAS, MAIS AI JA É TARDE DE MAIS PRA ELAS.A TENDÊNCIA É PIORAR PRO LADO DELAS !!",1
"Deus do céu, essa primeira mulher conseguiu passar para o mundo inteiro o quanto é   a credo 🤮🤮🤮",1
"""A gente se espantava muito com algumas denúncias, e também com algumas denúncias na Vara de Violência Doméstica, mas o tempo nos levou a verificar... o tempo e a estatística: 80% das denúncias de abuso são falsas no Brasil. Isso é uma luz que acendeu de alerta imensa, do tamanho do Sol. Não vamos embarcar, e também não vamos neglicenciar, lógico, as denúncias, mas vamos passar a olhá-las já com a experiência de quem tem uma estatística de 80% de falsas denúncias"".https://www.youtube.com/watch?v=94-6zKPKjxsJuíza de Direito do Tribunal de Justiça Do Estado de Mato Grosso. Jaqueline Cherulli",1
Debate ou podcast c outros convidados não funciona para o Felipe. Ele tem muito conteúdo mas tem q ser convidado sozinho.,0
"Sim concordo, mais falei em questão de narrativa. Porém não importa se o cara é  minimamente apresentável  a máscara cai, até chads destacados estão se lascando.",0
É um dos melhores vídeos já postados do Copini nos últimos tempos Simplesmente sensacional!!,0
"Eles deveriam ser presos na hora em que abrissem o processo, mais o Brasil e formado por milhões de pessoas algumas com formação academia e. Vidas bem estruturadas e muitas com religiões diversas, mais as pessoas só criticam e xingam fazendo intrigas disso ou daquilo mais não agem temos que defender a atitude dessas empresas nos somos o Brasil temos que agir",1
"LAMENTAVELMENTE,  POR MAIS TRISTE QUE SEJA,  ESTÁ CADA VEZ MAIS DIFÍCIL DE ACHAR MULHER DE VALOR......E MAIS FÁCIL ACHAR MULHER QUE TEM PREÇO 😅😅",1
"Mulher rodada perde a pureza a essência que foi criada, sem volta ao normal, alma poluída destruída.",1
"@  quem deve estar chorando é você sozinho ,abandonado , eu tô muito bem com meu amor.",1
"PEGUEI MUITA MULHER VAGABUNDA NA MINHA VIDA.COMI,USEI E REVIREI DO AVESSO,DEPOIS MANDEI ANDAR.MULHER VAGABUNDA SÓ SERVE PRA USAR E DEPOIS LARGAR.PRONTO,FALEI!",1
"Estão solteiros porque não querem ter responsabilidades ,nem querem ficar preso em uma só mulher, safadeza está no DNA deles .",1
"Nossa tadinho... Não foi escondido , pois vc já sabe. Sai fora se vc conseguir",0
"Putzz, nunca que mandaria a mulher pro Caribe sozinha, mas nesse caso aí acabou revelando o caráter da mulher, então foi um livramento pro cara",0
"Futilidade pura,se fossem ,um homem ,já treinam tirado seu canal do ar,mas como são as bonecas infláveis, como disso o amigo ,não dá nada pra elas,fúteis demais",1
"Pais Nutela ,deixa se fosse meu filho , arrancava o couro dele mais nunca ele queria ir na frente ,iria na frente de uma vara.",1
"Para as mulheres, homens são apenas ferramentas utilitárias. Elas não os ""amam"" pelo que são, mas pela utilidade.",1
"cara, a mulherada de 17-18 aqui na escola tá tudo virada na pomba gira!😂 Elas tão distribuindo..vc nem chega elas que chegam...precisa correr atrás de Tia Neide não",1
"Bela atuação, teve uma hora que a mulher quase riu ali Mentiraiada do caraio",1
Mas têm os casos em que o ex é quem faz questão de pagar pensão pra filha da ex que o pai biológico não paga. Terminei o relacionamento com um assim. A ex vivia ligando cobrando algo e ele achava que estava certo. Saí fora! Acho que pagava a pensão pra filha pra continuar tendo acesso à mãe! Ora se não!,1
"A unica coisa que achonque deus errou em algo foi quando criou a mulher e por isso pra mim deus nao e perfeito ate porque se fosse pra que precisam proteger jardim e tal com espda e lutarem entre eles e os diros demonios se lutam e tem armas é porqie se ferem ja entao nao existe essa de eteeno perfeicoa e pra que tem arvore da vida e arvore do bem  e do mal,e se tem d a vida seria isso dessa arvore rirada algum fruto dada aos anjos e todo ser que eles quiserem que viba eternamente e se for assim siginfica que atepode ter eternidade mas  so pra quem come dessa arvore  caso contrario  se ferem e morem tanbem",1
Ela deve ser santos dos últimos dias! Eu sou e minha família tbm e isso é muito comum entre nós!!,0
10 mil reais nao eh um salario alto.kkkkk,0
Já ouvi isso do pastor Cláudio Duarte,0
"Tá, e cada o resto do video? Ah, já sei, NÃO EXISTE.",0
A gente não perdeu nada kkk. Só ganhamos cada vez mais conhecimento sobre as coisas.,0
"O problema é a mulher fazer isso tudo bonitinho e belo dia o abençoado pedir o divórcio.... Aí, fica sem casa, marido, família, etc.... Bom sempre pensar bem para o que funciona! Não existe regra pra nada na vida, absolutamente nada! Tudo pode mudar do dia pra noite, e esse marido pode sim morrer, aí, a família faz como? Se lasca?",0
Essa aí é tão degenerada que tá competindo com a própria mãe.,1
"Ela sabe que a lei está ao lado dela então faz o que quer. O único problema é que se o cara mandar ela pro mundo do além, o noticiário dará a notícia; Mais um caso de feminicídio que o homem não aceitou o final da relação.",1
Acho que ela criou essa estória para ganhar visualização e passar por coitadinha.,1
E uma companheira ou é uma garota de programa?,0
"O mundo ta sendo dominado pelos idiotas ,eles sao muitos",1
"""Mulher nao loga pra caráter "" Fale por você querida,me casei com um homem de valor,a melhor escolha da minha vida,hoje faço 5 anos de casada,com meu amigo,meu companheiro,tudo o que temos hoje conquistamos juntos,eu luto pelos sonhos dele e ele luta pelos meus,e asism a gente segue vencendo,pessoal temos uma filha de três anos e durante todo esse tempo eu trbalhava,cuidava de casa e da bebê e estudava duas horas por dia pra conseguir uma bolsa de estudo integral,meu marido durante todo esse tempo dividiu essa carga comigo e por isso eu conseguia estudar e consegui passar ja finalizei o 1° semestre,eu sempre falo que esse mérito é meu e dele, nós juntamos um dinheiro do final do ano passado e meu esposo queria muito adicionar a Cat B  ele é habilitado só na A ele ficou tão feliz quando eu disse ""amor pega esse dinheiro e investe na sua habilitação""ontem foi o primeiro dia de aula prática,ele ta tão feliz e eu tô radiante por ele e assim a gente chegou aos 5 anos de casados com muito amor e respeito,e educando nossa princesa de 3 aninhos pra ser uma mulher de valor,eu peço a Deus que minha filha tenha um marido igual ao Pai que ela tem, porquê ele é maravilhoso!❤️",0
"Vamos lá,  algumas considerações.  Algumas coisas confesso que achei prudente olhar... tenho um filho e não tenho contato, levanta muitos alertas... o problema aí é  desistir no primeiro encontro... talvez não seja o motivo.antes de entender, mas tem muitos dessas falas podem sim ser problemáticas pra qualquer pessoa. O tom debochado delas é  que muda totalmente o foco das questões.... hj em dia e sim necessário olhar muito bem onde se tá amarrando o bode... pq o futuro pode ser um longo arrependimento....",0
Rose eh a maior biscatona de todos os tempos kkkkkk,0
"Esse Senhor com certeza tem sido um ótimo pai,Pesse a sua dificuldade,por isso seu filho lhe retribui com amor.Deus abençoe essas lindas pessoas.Parabens!!!",0
Agora ele pode ir atrás do Bolsonaro lamber as bolas dele.😂😂😂😂😂 Nem a mulher aguento saiu fora deve ser chato pra krl esse maluco meloso aí credo 😂😂😂😂😂😂,1
"É verdade,mais estou  nesse dilema. 😮",0
"Eu concordo... Eu n gosto nem de troca mais q meros comprimentos como bom dia boa, tarde ou boa noite se eu ver ele d preferência vê com ela pessoalmente presente numero to fora acho q n se deve misturar n as coisas ... Mal mal a velha boa educação basica apenas",0
Eu já corro pro comentários kkkkkk kkkk,0
As mulheres Agora querem tudo pronto . Nao esperar 10 o 20 anos para conquistar suas coisas,1
"Ele foi um cara muito esperto, sentiu que a galinha só queria os ovos de ouro, hoje em dia mulheres querem ficar rica na custa dos outros.",1
Se ele quiser ser o prêmio da quebrada? E ter um alvo nele mesmo?😂😅,0
Fez naiir escândalo qdo Wanessa tocou no seu pé..,0
"Amigo os poucos homens que temos procura mulher pelo o corpo e pela a Aparência, e mulher que se acha não vai cuidar da casa vai viver em rede social se mostrando, uma dica pra homem que quer uma esposa parceira pesquise a vida dela se ela tiver um monte de Amigas rede sócias fuma bebe gosta de farras e de barzinho Amigo vai viver sozinho.",1
"Cada cachorro q lamba sua caceta,daqui pra frente é tudo fifit fifit",1
"Qual o nome dessa moça ou o Instagram dela, alguém sabe por gentileza ?!",0
esse país não tem mais jeito mesmo!,0
As mulheres de verdade se casam com homens que não andam com esse tipo de pessoa,0
"Concordo plenamente. Um casamento não é feito para Deus, cai inevitavelmente na balança do quero ser feliz a todo custo × não quero ter o trabalho de consertar o que está ruim juntos. É uma ingenuidade achar que o casamento vai ser uma eterna lua de mel.",0
"@  Xiu, Enzo! Se eu quiser sua opinião, vou na creche onde te abandonam pra saírem gastar o grana da pensão.",1
seria se a mulher só ficasse com o homem que ela gosta Certo seria se o homem só ficasse com a mulher que ele gosta Certo seria se o casal só ficasse junto se os dois se gostam e quem gosta não trai Errado é o casal ficar junto por interesse financeiro ou seja errado é o casal ficar junto por causa de dinheiro Errado é traição e adultério dentro de um casamento Certo é que o único motivo para manter o casal junto seja o amor,0
"Esse poder qualquer pessoa tem. Geralmente, as mulheres usam mais.",0
"Pois é ,mas muitos homens não valorizam essas mulheres",0
"Eu queria tanto saber as fontes desse Jr... é uma metralhadora de ""fatos"" infundados. Tenho piedade da mulher que tentar ter algo com ele, com certeza será desrespeitada a torto e à direita. Ainda bem que achei meu homem que me respeita e concorda que esse papinho redpill é papo de virjão.",1
Postando isso na internet se fazendo de vitima. Deve ser por isso que pulou fora.Capaz que foi ela que terminou e agora ta enxendo o saco. Quero mais contexto.,1
elas quebram regras pro chad... foda kk,1
"Nada a ver ,isso não é verdade ,quase todos os homens tá nem aí, quase todos estão assim no celular, nem tá nem aí pra mulher, nada a ver ..isso vai de caráter,",0
E ainda tem gente que acredita em Janja e Lula no poder... ah ah ah ah ah ah ah ah ah ah ... chupa .,1
@  na verdade o único capaz de te entender e não te julgar por suas escolhas e personalidade é a máquina.,0
Sim porém essa estratégia pra feio num funciona não amigo 😂😂😂😂😂😂,0
"CUMPLICIDADE? Ela: só cuida das crianças. Ele: tem que trabalhar, chegar em casa, limpar toda a bagunça, fazer a comida de todos, e se pá ela ainda trai ele. show de cumplicidade.",1
O filho mais velho da minha cunhada está namorando com uma menina que ja tem 03 filhos! Isso mesmo 03 filhos. Ele tem uns 20 anos anos e a muenina 24 anos de idade e o mais interessante é a minha cunhada chama ela de nora leva ela na casa deixa os filhos dela brincarem com o filho dela. Eu fico só observando nao digo nada.,1
"Adoro sua histórias. Me deixam mais feliz em saber que existe gente muito mais infeliz que eu. Você, no caso. Moro no nordeste, na praia. Onde muitos sudestinos vêm escapar.",1
"Essa aí não é aquela ""humorista"" ?.",1
A mulherada tem coragem de falar que homem nao presta kkkk olha o nível delas !,1
"Po, meio estranho isso aí. Se ele seguir à risca a Bíblia aí realmente eu entendo como não iriam querer se relacionar por coisas como Deus dizer que criou o mal em Isaías e pela Bíblia dizer que mulher tem que sempre se sujeitar ao marido como se ele fosse Deus.",0
"Já trabalhei de garçom nos anos 80/90 era raro as mulheres beberem, tbm era raro uma mulher ir ao bar beber sozinha , hoje elas bebem mais dq os homens,pior é o vechame q elas dão quando estão bebadas é pior dq os homens",1
"Essa foi a melhor explicação sobre relacionamento que vi ate agora, mas será uma questão de genética? Na maioria dos casos elas reclamam por isso mesmo, e não conseguem identificar. Triste.",0
Só foi o cara separar que cresceu na vida e enriqueceu...Porque será?,1
Todo castigo para mangina é pouco !,1
meio zoada pra ser uma Job não ???,1
Ate parece que todos os Homens do mundo vão encontra a segunda mulher digna de se chama de mulher para casar!,1
Eu fui traída filha sempre fui uma mulher legal,0
Mulherada exigindo respeito sendo que elas não respeitam nem a elas mesmas 😂😂😂😂😂😂😂É. difudê 🤣🤣🤣🤣🤣🤣🤣,1
Usou e largou fez de coitada mimada,1
"@  entenda uma coisa, em momento algum ele citou o nome de usuário ou o nome da senhora, ele apenas replicou uma piada com um trocadilho. E um detalhe adicional, se não fosse uma piada ele também estaria se referindo a irmã e mãe dele, ou seja, não faz sentido a sua revolta, além do mais, apenas a senhora veio reclamar, e não só reclamar, a senhora veio insinuando coisas de forma direta sobre a mãe dele.Se uma pessoa não se enquadra no que ele diz, não tem motivo algum para vim reclamar, sequer para vim dizer que a mãe dele é aquilo.E vou além, você em momento algum negou que você era aquilo, apenas insinuou que a mãe dele também fosse.😂😂😂😂😂",1
Pietra Bertolazzi é uma cristã admirável hoje. ❤,0
👏👏👏👏👏👏👏🙌🙏o padre falou tudo foi uma verdadeira lição pra todos nós parabéns o amor de verdade por completo é assim Deus abençoe nós todos 🙏🏾🙌🏾💟,0
"Exato,mulher assim eu quero distância.",1
"Boa parte das mulheres que abandonam o marido é por motivos fúteis,  aventuras , promessas e etc....",1
"Por aí tá cheio de mulheres como essa, dando esse exemplo pra filha seguir o mesmo comportamento.",1
O HOMEM sorri para esconder sua DOR.... A MULHER CHORA para esconder sua CULPA!,1
"Que coisa feia, vá trabalhar moça, vc é jovem, pare de explorar os homens, eles tbm têm mãe viu? Nunca permitirei meu filho se envolver com um tipo assim. Dá nojo dessas mulheres que querem viver como parasitas.",1
  vc tem um ponto forte. Precisa passar a limpa nos falsos intelectuais,1
"Otávio Mesquita é uma mala, desassuntado, e nada justifica ele pegar no peito e na bunda dela. Juliana tá errada em não levar adiante isso no início  e ser mal agradecida com o Danilo. Vcs estão desassuntando. Dizendo que todo homem em toda situação é inocente 😡",1
"“Pergunte a uma mulher o que ela quer de um homem e ela lhe dará um dicionário de sinônimos, uma lista, uma enciclopédia. Pergunte o que ela traz para a mesa e você pode escrever no verso de um selo.” – Kevin Samuels",1
Não entendi a postura de negação do apresentador enquanto ela discorria sobre esses fatos....vc não concorda????,0
Solitude e conquistas todo mundo deve passarna vida.. mas na vdd. É só pegar uma doença e eles sabem o valor de uma pessoa do lado. Assim foram com meus tios e é isso,0
Não precisamos de homens pra nada! Vcs pediram NÓS VAMOS RESPEITAR!,0
Acho melhor ela comprar um vibrador e se contentar com isso,1
"OS HOMENS NÃO QUEREM PORQUÊ AS LEIS SÃO MIDANDRICAS! Feita pra destruir os homens!Pode até existir um homem que queira, mas ele vai se arriscar, pois pode dar certo ou não faz parte.Mas se não der certo, no lugar de ir cada um para o seu lado, não!O homem vai ter que pagar pensão sócio afetiva pra filho que nem é dele!Ou seja, o homem só tem a perder!FORAM NA IDÉIA DAS FEMINISTAS!Está aí o resultado!",1
Minha família não gostava de mim pq eu era sismada com esse tipo de comportamento,0
"O Sistema mais uma vez aprontando das suas,se a mulher quer mais a lei diz que vc não pode importunar a mulher, então o cara não casa por medo das mulher ou da lei,de qualquer jeito eles querem a redução a todo custo.",1
"  não. Os outros convidados anteriores. Ele repete mais chavões e propaganda do que outra coisa. Acabei de ver farinazzo com general português, a live acabou de terminar. Compare a qualidade dos comentários. Ou Mansur peixoto, até aquele judeu argentino manja mais que ele",0
"Tem que ser igual o enruGADO batista , 25 anos é véia, quando vou na clínica de massagem não quero nem saber de trintona.",1
"Se isso não for o próprio, é um dos tipos do número da besta que já está dominando a mente da humanidade!",1
"a mulher aponta o cabresto para a esquerda e o cavalo (homem) vai para a direita, é revoltante para as magnânimas como um animal até então subserviente tenha vontade própria.",1
O catolicismo tá vindo com tudo,0
"As mulheres estão dispensando os homens. O problema é que: os homens não estão dispensando as mulheres.Resultado disso: cada vez mais transferência de renda para as ""deusas""Isso sem falar da quantidade de dinheiro que elas ganham com a venda de imagem. Nem precisam abrir as perninhas.",1
"Seja do job ou cicil, de qualquer forma vc paga pra se relacionar",0
"@  sou mulher e acredito que cada um, independente de ser homem ou mulher, deve assumir responsabilidade por suas atitudes. Se ela tem descontrole emocional ela precisa se tratar, não é culpa de ninguém a não ser ela mesma. O racismo faz parte da personalidade dela e de muitos que não são expostos. Ela diz que o relacionamento era abusivo, mas o que ela mostra é, chorando, tentar sensibilizar quem assiste se vitimizando. É evidente que ela está inventando história para se sair de vítima. Mulheres e homens podem ser tóxicos na mesma proporção. Ela é racista e narcisista.",1
"Quando o parceiro diz foda-se pra o outro, já disse tudo.Agora fica quem quiser já que no final o lascado não será eu e sim quem continuo kk😂",0
"O duro é ouvir essas doentes feminazis dizerem aquelas frases que homens não prestam, que são todos iguais e aquele monte de frases repetidas...Homens de verdade são assim...eu trabalho 14 horas por, trato minha esposa como um Rainha, pois ela se porta como uma..Homens assumem uma mulher a são capazes de amá la mesmo ela sendo desempregada, sem dinheiro.",1
"Nossa , que conversa desnecessaria  e a mulher então !!!!!!!",1
"Sandrão, será que em algum universo paralelo vai existir o canal da Signora Sandra falando pras mulheres “quer se lascar se lasquem”?? Kkkkkkkk",0
Sem noção tranqueira kkkkkkkkk,1
Só ter Virtudes raras não gera emoção...,0
Mas é o fim da rosca mesmo 😂😂😂😂😂,0
Não tô afim de ser canalha nem cafajeste nem galinha nem malandro nem cara mau nem psicopata por causa de mulher. Se for assim continuo sozinho mesmo. E também não quero mulher assim.,0
"Eu faria a mesma coisa, mais que corta o coração 😢😢. Tão linda!!!😊😊.",0
Uma balzaca ou coroa que seja mediana ou bonita já me deixaria satisfeito.Até com esses tipos de mulheres estou tendo dificuldade e olha que sou mediano.Agora as novinhas medianas e bonitas estão mais inacessiveis ainda.,1
Ter marido sem caráter muito melhor fica só eles não melhoram não só perca de tempo !,0
"Hoje em dia pode fazer o que quiser, eles querem se corromper...",0
"Elas são mto engraçadas. Pq ela disse, os red pill fala pra fazer piada de tudo, elas fazem e eles não gostam principalmente com a zoeira pra eles",0
Edvardstark você tem razão faz sentido,0
Agora pega as amigas. Faz tesourinha kkk,1
Segundo amigos do Balestrin ele sempre curtiu uma GP 😂,0
o cara n entendeu q é ironia kkkkkk,0
se você tem dinheiro nunca vai ficar sem mulher pode acreditar,1
"Mas mostra vc trabalhando querida isso é obrigação , agora nos mostre vc trabalhando, trabalha onde? Como vc ajuda o marido a colocar grana em casa? Faça outro vídeo mostrando seu emprego.",0
Mulher estranha cheia tatuagem boca aberta eu hen,1
Boas mulheres não são raras... São raríssimas,1
"Gustavo Machado, o terror dos ancaps, monarquistas, fascistas e afins. Campeão invicto de debates na Internet. Parabéns ao Gustavo e ao RedCast. 👏👏👏👏",0
"Eu não me arrependo de pagar uma   Só que isso tem que lá de vez em quando, senão você vicia",0
"  vc vacilou.Paulo Freire tem uma metodologia que usa a lógica.( coisa q essa modernete carece )Infelizmente o método Paulo Freire não é aplicado em NENHUMA ESCOLA, seja publica ou privada.Não se engane.Tem as guerreiras que usam a lógica pra nos ferrar",1
"Pra quem não tem problema em ficar sem dá leite ao peba viva só ❤❤❤Eu! já não posso viver sem uma virilha rachada , então a vinte um anos venho tentando me adiantar com uma que eu gosto demais direita que gosta de mim,mas como é mulher tem hora que dá vontade de arribar 😂😂😂 mas não consigo é a mulher da minha vida 😊😊😊Gente uma coisa que aprendi me casei a primeira vez sofri demais mulher ciumenta briguenta e tudo de bom até apanhar apanhava EU 😅😅😅 conhecia um senhor de idade e perguntei fale de mulher,e ele conhecia a minha.Ele disse : MULHER É QUE NEM SACO 💰💰💰 VOCÊ TEM QUE AMARRAR 🪢🪢🪢 ENQUANTO ESTÁ SECO 😊😊😊SE ENCHER NÃO AMARRA MAIS ❤❤❤Tem que haver diálogo 💬💬💬 Se não tiver diálogo 💬💬💬 Não se resolve a situação ❤❤❤Cada um sabe de si,sou muito feliz casado ❤❤❤",1
Qual o @ deata moça? Alguem sabe?,0
Negar nosso esperma a elas já faz a sociedade ruir....,1
"  o kaká? Tu não fala nada né? Um cara bom, evangélico, lindo, família,  bom pai, bom marido e...mesmo assim tomou pé na bunda! Não é desse tipo que as mulheres clamam pra ter? Ou é o bandido tatuado?",1
Para EX... Só há um tratamento simples e muito eficaz: chá de sumiço e contato ZERO...Prove e veras !!!,0
"Tinha que ter feito o serviço completo e terminado tudo ali. Ao ficar, você deu tempo para ela se vingar de você depois causando mais danos ainda.",1
"Uma conhecida casou com um cara mais de 50 mais velho, depois de 20 anos ele morreu, agora ela casou com o filho dele. 😂😂😂",0
Deus abençoe esse casal nota 100000000,0
O pessoal criticando ela sem ter a consciência de que a vida é  dela e faz o quê  quer.,0
"Foi o que pensei. Se prestar atenção em mulher de balada, ele sempre vai achar que vai ficar sozinho. Sempre tem mulher pra todo tipo de homem, pra mulher é que não tem. Você se parece comigo, exceto pelo pique de cuidar da casa.",1
