text,toxicidade_amanda,cat_toxico_amanda,misoginia_amanda,cat_misoginia_amanda,toxicidade_livia,cat_toxico_livia,misoginia_livia,cat_misoginia_livia,toxicidade_sophia,cat_toxico_sophia,misoginia_sophia,cat_misoginia_sophia
"Em que planeta ela vive que não sabe da lei ""Não é Não"" e que isso da até cadeia, nem bom dia dou mais para as digníssimas kkkkkkkk",1.0,1.4,1.0,2.1,0.0,0,1.0,3.1,1.0,1.3,1.0,4.2
Então você não saiu com a mulher você saiu com uma boneca Porque se ela teve que botar cílio botar cabelo botar peito botar a bunda botar tudo então não era uma pessoa era uma coisa falsa e dizer que é borrifada do perfume saiu mais caro que o jantar essas piriguete não conhece perfume bom armas conhece o Jequiti Hinode essas porcaria que tá aí na praça geralmente esse tipo de perfume não sai muito caro É quase de graça pensa uma coisinha nojenta Avon Hinode que deve ser esse tipo de coisa que você tá se referindo não é,1.0,1.4,1.0,2.1,1.0,1.4,1.0,3.3,1.0,1.3,1.0,2.3
Gosta sim se nao gostasse nao pagaria para a amante e nao ficaria com uma que usa tudo isso😂😂,0.0,0,0.0,0.0,0.0,0,1.0,3.3,0.0,0,0.0,0.0
"Infelizmente tem pessoas com autotima muito baixoQue tem que chamar antenção.Ela precisa de ajuda,Não de critica.🙏",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Porque a mulher do pastor transo com medigo,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0,0.0,0,0.0,0.0
"Tbm estou cansado. Mas não é só o empreendedor que é roubado e injusticado no Brasil.Falar que quem coloca comida na mesa do das pessoas é o empreendedor, e de rir né? Coloca comida na mesa pq ele tem retorno próprio. Nunca vi empreendedor empregar sem necessidade...",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Se tá on, tá liberado ué, seis inventa cada coisa",0.0,0,0.0,0.0,1.0,3.2,0.0,0.0,0.0,0,0.0,0.0
O que você faz de você não me interessa mas cuidado ao falar que é Cristã.  Respeito muito respeito  ao Cristianismo..,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
"Minha mãe é mais homem do que esse pai😂😂😂 quando isso acontecia comigo e com minha irmã, ela já vinha na voadora 😂😂 minha irmã apanhava com o fio do ferro de passar. Eu já ficava pianinho só de ver ela apanhar.😂😂",0.0,0,0.0,0.0,1.0,1.4,1.0,3.3,1.0,1.6,0.0,0.0
nao importa o que o cara ta conseguindo fazer e sim se esta lutando ou parado,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Se assumiu( registrou legalmente) ele se fodeo❤. Vai pagar pensão e mesmo que não tenha registrado ela pode dar entrada na pensão socio afetiva. O dinheiro da pensão ela vai usar pra comprar picanha e cerveja pra o macho dela... Meu tio passa por isso. Assumiu a filha que não era dele, depois tomou umas pontas, a mulher ( dona Carminha) botou ele pra fora de casa( a casa era dele presente da minha avó) e paga pensão pra filha dos outros, e a dona pôs o macho em casa( obviamente) e vivem de muita cerveja e churrasco regados a bolsa família, pensão de duas outras crianças e a do meu tio é claro. De quem foi o erro? Dele( meu tio). Todos nós na família dissemos: Valter, vc vai assumir uma mulher com dois filhos e um na barriga que não são seus? Olha... Esse para mim bateu o recorde de otarice ( se é que essa palavra existe), idiotice e etc.",1.0,1.4,1.0,2.1,1.0,1.4,1.0,2.1,1.0,1.3,1.0,2.1
Isso é vdd eu te admiro tbm eles amam ouvir eu te respeito acho q é a melhor coisa que um homem em sua masculinidade nata ama ouvir.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Eu tinha prazer de cuidar da minha mãe, ela se foi aos 93 anos❤❤❤ cuidei até o fim, e hoje sinto muita falta dela",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,3.2
"Se mulher é artigo de luxo e tá caro, não se envolve, faz o L .",0.0,0,1.0,2.1,0.0,0,1.0,2.3,1.0,1.3,1.0,2.3
"Cuidado, se a mulher personal for homossexual ou bi, vai dar em cima da sua Muié sem pudor, vai tomar chifre do mesmo jeito!",1.0,1.3,1.0,2.1,1.0,1.4,1.0,2.1,1.0,1.3,1.0,2.1
"@  Exatamente, ambos os sexos possuem desejos e necessidades como eu disse, oque vejo é que homens e mulheres não estão sabendo lidar com as dificuldades de se relacionar e estão se tornando cada dia mais egocêntricos e egoístas sempre jogando a culpa no outro, sem assumir seus problemas, erros e defeitos.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
"Eu não sabia disso, agora toda vez que paro em transito em cidade ou rodovia procuro manter a distancia seguro e esterço o volante pro lado",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Sei bem como é esse papo 😂😂😂 todas caem 👏🏻👏🏻👏🏻👏🏻, não que eu não tenha os planos e projetos , mas nunca iria entregar nas mãos dessas oportunistas. Apenas devemos deixar a entender que elas estão inclusas nos planos .",1.0,1.3,1.0,2.1,1.0,1.3,1.0,4.1,1.0,1.3,1.0,1.2
Essas cintas e suportes lombares funcionam na prevenção de lesões?,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
A mão esquerda do cara....ainda desperta suspeita...,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Isso vem bem antes da Anitta, antigamente eles faziam aqueles cartões de turismo com imagens de brasileiras ao invés das paisagens... E mas dessas brasileiras eram enganadas pq eles diziam q ia tirar fotos dos rostos dela e no fim tiravam mais dos p3it  do q do rosto",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Ela parece a Julia Roberts. Hoje.,0.0,0,0.0,0.0,0.0,0,1.0,3.3,0.0,0,0.0,0.0
"Se ela está falando a verdade,parabéns para ela🤝👍mais pessoalmente eu já não confio em nenhuma digníssima mais...(prefiro a solitude,paz e liberdade não tem preço que pague)👈🍷",1.0,1.3,1.0,2.1,0.0,0,1.0,3.1,1.0,1.3,1.0,4.2
"Falou pouco, mas falou bosta 😂 ..... Em resumo: homem tem que mover montanhas, mulher não precisa fazer nada",1.0,1.4,0.0,0.0,1.0,1.4,1.0,3.2,1.0,1.3,1.0,4.2
desde de quando ficar junto o dia inteiro é um benefício para o cara?,0.0,0,0.0,0.0,0.0,0,1.0,3.3,0.0,0,0.0,0.0
Mulher cheia de amigos e com 500 contatos de homem no zap.  Tem otário que acha normal.  Minha ex tinha uma amiga assim. Um dia ela veio me dizer que amiga é muito comunicativa. Eu respondi: eu sei! Ela deve adorar falar no microfone dos outros. Me poupe por que eu não fui criado na Disney !  Ela até bloqueouu a tal amiga.,1.0,1.3,1.0,2.1,1.0,1.4,1.0,3.1,1.0,1.3,1.0,2.1
"Parabéns pela sintonia. Quem achar, achou. Ganhou na loteria. A Exceção só confirma a regra. A regra de que não vale a pena assumir uma mulher hoje em dia.",1.0,1.3,1.0,2.1,0.0,0,1.0,2.1,1.0,1.3,1.0,4.2
"Sugiro um livro libertador para mulheres invertidas: essas mulheres que estão sempre em relacionamentos ruins repetitivos. O nome do livro: Mulheres no Divã, da doutora Cláudia Bernhardt. Esse livro é uma coleção de ensaios clínicos de seus atendimentos dentro da psicanálise.",0.0,0,1.0,3.4,0.0,0,1.0,3.4,1.0,1.4,1.0,4.2
"Fora a falsidade e a pilantragem não tava tão ruim o trato. Tratando o cara bem, cuidando dele, demonstrando respeito e afeto inclusive publicamente. Se ela fizesse tudo isso que ela disse só que com um cara que ela gosta e admira, estaria super feliz em um relacionamento com todas as regalias. Mas prefere ser uma va****nda.",1.0,1.3,1.0,2.1,1.0,1.4,1.0,3.1,1.0,1.3,1.0,3.1
Mn ????? Q poha foi essa que aconteceu aqui?,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
pois ela se sente presa é so ele da a carta de alforia pra ela ..que cada um procurar alguem que estar a seu nivel,0.0,0,0.0,0.0,1.0,1.4,1.0,2.1,1.0,1.3,1.0,2.3
O veneno escorreu no canto da boca!!! KkkJá vi vários amigos se ferrando desse jeito!!!,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"Tu vai ficar pelancuda bem rapidinho aí tu vai pagar um preço bem alto, .não terás um homem do seu lado prá cuidar de vc , sabe porquê? Porque homens ricos pode escolher uma novinha , então fica tranquila sua hora de ser tratada como luxo vai chegar.😂😂😂😂",1.0,1.4,1.0,2.1,1.0,1.4,1.0,4.1,1.0,1.3,1.0,4.2
"O abjeto de estudo de um socialista é o capitalismo. Então não, n são áreas distintas",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"QUANDO UMA MULHER FALA QUE TRANSOU COM APENAS 2 HOMENS, significa que ela deu apenas para dois betas provedores. Elas EXCLUIU DA CONTA todo os CAFAGESTES, todas as FODAS CASUAIS que deram, OS ANAIS GIRATÓRIOS, gargarejadas de porras e AS FODAS QUE NINGUEM SABE QUE OCORREU. As mulheres que se fazem de santinhas, quando estão longe de conhecidos agem sem freios morais. As mulheres que parece mais santinhas, quando estão longe de conhecidos são as mais perversas.https://youtu.be/chljBCFv5HA?si=Vw6vNaNAA-W8iJNe",1.0,1.3,1.0,2.1,1.0,1.5,1.0,2.1,1.0,1.3,1.0,4.2
Por que ninguém comenta sobre essa moda das mulheres usarem tanta maquiagem e filtro na cara para ficar desse jeito fake pra caralho?,1.0,1.3,1.0,2.1,1.0,1.4,1.0,2.3,1.0,1.3,1.0,4.2
Aiii bomba...... 😅😅😅  realmente..... sem palavras,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"   desse canal que posta muito assuntos negativos em relação as mulheres, sempre vejo esse homem nos vídeos desse canal. Note isso você mesmo e veja a expressão facial dele nos vídeos do canal que só aborda assuntos negativos referente as mulheres. Ele está passando uma imagem negativa sobre mulheres expondo somente assuntos que geram comentários de depreciação as mulheres.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"80k em uma campanha😢, fora o que acontece Brasil a fora,  com nosso dinheiro",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"A raiva dela foi que ele fechou a porta pra que ela vira-se a pastora de relacionamento, afinal alguém que traiu falar de relacionamento feliz não iria dar certo.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Rapaz eu acho esse idéia de fim dos tempos muito vaga, tendo em vista que catástrofes aconteceram desde a existência humana e muita delas são fruto da natureza amoral. O fato de tu não ter vivido períodos onde ocorreram catástrofes e tragédias vindas da mão do homem, te faz ter um noção distorcida das coisas. Talvez se tu fosse um vampiro não estaria aqui afirmando algo que ninguém tem controle",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Mulher de preço é não de valores,1.0,1.3,1.0,2.1,0.0,0,1.0,3.2,1.0,1.3,1.0,2.3
Disse ele que está namorando 🤣,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"sou de goias e direto ouço os vizinhos aqui com uma que diz, ""a mulher que ele ama esta casando outro msm assim que ele é  homen da vida dela é ele"" e o cara ainda chora por ela kkkkkk, dá nao vei ouvir essas musicas, intankável",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Vasco: Tasco, Basco, Lasco, Rasco... 😂😂😂",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Eu acho linda a que gem preenchimento e natural, mais ela fica falando de outras e ta precisando arruma a dela, se fizer natural fica bonito sim",0.0,0,0.0,0.0,0.0,0,1.0,3.3,1.0,1.4,0.0,0.0
Ele ta certo. Eu sou bi e to preferindo femboys. Esses são um amor de pessoa. Me tratam como Deus.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Tbm acho, pode ser um filtro sim...se inicialmente o cara ja aceitar dar dinheiro, com certeza ele não serve...pq vai acabar dando dinheiro pra qualquer pessoa que aparecer na vida dele...agora se o cara não der, ja vai ser um bom sinal...sinal que ele sabe o valor do dinheiro e esse dinheiro não é pra qualquer um...",0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
"Quer um beijo, em troca de um balde de cerveja, é humilhante de ambas as partes😮",0.0,0,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"Rapaz morrer vc não vai , não vale a pena sofrer por uma pessoa dessa,viva livre pois recebeu um livramento .",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Realmente! O pai dela tem que pedir desculpas por colocar essa bosta no mundo kkkk,1.0,1.3,1.0,2.1,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"Olá rosilene, que remedio você toma para convulsão? Você tem filhos? Pergunto porque minha filha toma trileptal para convulsão e tenho receio de quando ela engravidar por causa do remédio. Vai ter que tomar pro resto da vida porque teve um AVC quando criança. Ficou bem até que as 14 anos teve novamente e desde então nunca mais parou. Tentamos tirar mas quando estava quase parando teve crise novamente.  O médico mandou continuar pra sempre agora. Já está com 22 anos.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Guri é muito inocente, a família dele tem que dar um basta nisso, não torço pro Sem Mundial, mas, não torço contra esse garoto",0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
"Essa mulher foi justa, flw tudo...",0.0,0,0.0,0.0,0.0,0,1.0,3.3,0.0,0,0.0,0.0
Não!! É psicopata mesmo. Ela tem que tomar cuidado,0.0,0,0.0,0.0,1.0,1.4,1.0,3.4,0.0,0,0.0,0.0
"Para mim houve um reset. Algo relacionado ao ciclo solar, o que nos afeta 100%.Corona solar...",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Esses são os dilemas da juventude, depois de adulto piora",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.2,0.0,0.0
"  Isso que é foda cara, a MULHER QUE DEVE SER SUBMISSA AO HOMEM, É BÍBLICO CARA!",1.0,1.3,1.0,4.2,0.0,0,1.0,3.2,1.0,1.3,1.0,4.2
Como se beleza fosse tudo não tendo caráter a beleza não significa nada acorda pra vida,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
Mulherada exigindo respeito sendo que elas não respeitam nem a elas mesmas 😂😂😂😂😂😂😂É. difudê 🤣🤣🤣🤣🤣🤣🤣,1.0,1.3,1.0,2.1,1.0,1.3,1.0,2.1,1.0,1.3,1.0,4.2
"Aquilo lavou, fica limpo! Complicação vcs",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"É surreal pensar que a Ana hickman deixou o ex marido, pai do filho dela, sem dinheiro até pra fazer a remissão do câncer.....que isso mano, é muita crueldade, sem contar que enquanto ele estava na quimioterapia ela estava com o senhor Edu guedes....bizarro!!!",1.0,1.4,0.0,0.0,1.0,1.1,0.0,0.0,0.0,0,0.0,0.0
Chocada que ele tem mais de 30,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Olha isso é verdade parabéns tem que divulgar isso mesmo❤ Maria Timon Maranhão,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
E difícil mulher que não presta querer um homem que presta😂😂😂,1.0,1.3,1.0,2.1,1.0,1.4,1.0,2.1,1.0,1.3,1.0,4.1
"Isso msm , eles não merecem sua amizade amém  !",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Foi o que eu falei, vou empilhar tantas provas que só os malucos vão continuar teimando",0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
Deus abençoe esse casal nota 100000000,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
E quando o cara já comeu todas😅,0.0,0,1.0,2.3,0.0,0,1.0,3.1,1.0,1.5,1.0,2.3
"É isso aí.escolhem tanto que no final, acabam ficando com o pior de todos",1.0,1.3,1.0,2.1,1.0,1.3,1.0,2.1,0.0,0,0.0,0.0
É melhor sozinho do que mal acompanhado com a digníssima dessa aí toda chata😂😂😂😂😂😂,1.0,1.4,0.0,0.0,0.0,0,1.0,3.1,1.0,1.3,1.0,4.1
Ainda bem que abandonei essa vida balada custei para acordar para essa realidade.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Bom video mano, Ian vc pretende em algum momento fazer uma Live aqui ?",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Seja homem ou mulher, começou a fazer joguinho, não vale a pena uma pessoa assim na nossa vida.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Provedores.. quer homem ou uma internet!!??,1.0,1.4,1.0,2.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0
E ainda tem gente que acredita em Janja e Lula no poder... ah ah ah ah ah ah ah ah ah ah ... chupa .,1.0,1.4,0.0,0.0,1.0,1.2,0.0,0.0,1.0,1.4,0.0,0.0
"Meu deus eu tenho eh odio de gnt sem nocao q submete a oripria vida em troca de ser besta na eua dirige mal e ainda quer ter razao e nao sabe se contentar com nada, e fica faznd prezepada nan sinceramente",1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
E as evangélicas da sua congregação?,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Uma noite com o Neymar Aí daria o golpe da barriga nele 😂😂,0.0,0,0.0,0.0,1.0,1.5,1.0,3.1,1.0,1.3,1.0,4.1
Se Enéas estivesse vivo ele daria  -30 de QI pra esse entrevistador.. oh cara íngua.. Rubão pode cobrar a aula!,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
FALSA ACUSAÇÃO DEVERIA TER PENA DE UNS 30 ANOS E SEM REDUCAO DE PENA !!! E F0D4 S3 QUEM DISCORDAR!!,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"Falo a absoluta verdade O a gente se valora e cria um amor próprio,  o nois sofriremos a vida toda .Mantenha a fé,  que o gran amor da sua vida, ainda está para chegar❤",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Você não foi o único! kkkkkkkk,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Fechei o vídeo quando ela falou geração do fim do capitalismo KKKKKKKKKDEUS É MAIS,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Se temos hoje uma mídia que cria caos em relacionamentos nas novelas, isso é perpetuado na nossa sociedade. Taí o BBB que o diga!",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Se caísse uA bomba atômica lá, não faria falta.",1.0,3.1,0.0,0.0,1.0,1.6,0.0,0.0,0.0,0,0.0,0.0
Mulher casada não tem de estar se agarrando com outro homem mesmo caso o homem casado,0.0,0,1.0,2.1,0.0,0,1.0,3.4,0.0,0,0.0,0.0
KkkkkkkSai fora!Aqui não!Vai comprar sua roupa pro job,1.0,1.3,1.0,2.1,1.0,1.4,1.0,3.1,1.0,1.3,1.0,2.3
Exatamente..Eu penso assim.. só que no momento não tem á ver com minha realidade pois sou mãe solteira e preciso ser provedora..aliás nós mães solteiras temos q ser de tudo. Só q infelizmente não somos super heroínas e algum momento algo não vai sair tão bem feito né...q isso não seja o amor e criação d nossos filhos.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Puta mano não sei se tenho dó ou ódio desse sujeito , vira homen porra ...",1.0,1.4,0.0,0.0,1.0,1.4,1.0,3.3,1.0,1.4,0.0,0.0
Fudeu a pestinha literalmente 😂,1.0,1.5,1.0,2.3,0.0,0,1.0,3.1,1.0,1.5,1.0,2.3
"Viva o feminismo , uhuuuuuu llViva Frida",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Que nem aquelas 700 mil crianças que foram consoladas pelos p ?,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"IA analisando o seu vídeo:Pelo que vi no vídeo ""USE A PODRIDÃO DO MUNDO AO TEU FAVOR"", o Copini basicamente diz que o mundo é movido pelo egoísmo e não por compaixão ou empatia. Ele argumenta que essa é a realidade, e que as pessoas precisam aceitá-la e aprender a usar isso a seu favor.Ele sugere algumas maneiras de fazer isso, como:Criar algo de valor: Se concentrar em criar algo que seja útil para o mundo ou para o seu próprio ""universo"" pessoal.Buscar significado internamente: Encontrar significado e propósito dentro de si mesmo, em vez de buscá-los no mundo externo.O Copini parece ter uma visão bem realista, talvez até um pouco cínica, sobre o mundo. Ele basicamente diz que, em vez de lutar contra a ""podridão"" do mundo, devemos usá-la como combustível para alcançar nossos objetivos.É uma mensagem que pode ser um pouco chocante para algumas pessoas, mas que também pode ser libertadora para outras. No fim, cabe a cada um decidir como interpretar e aplicar essa mensagem na sua própria vida.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"para n entrar mto em detalhes, pois sao meus conhecidos, conheço um pai que precisa viajar 1hr (ida e volta, 2x) todo fds para buscar e levar o filho na casa da mae.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Oi seja, seja o mais canalha possível com sua mulher, porque essa é a verdadeira felicidade delas...",1.0,1.3,1.0,1.2,0.0,0,1.0,2.1,1.0,1.3,1.0,4.2
Eu sou um mistério inrressistvel,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Esses são os miquenhias 😂😂😂 os que tem amor próprio são chamados de narcisistas por essas mulheres que gostam de se aparecer.,1.0,1.3,1.0,2.1,0.0,0,1.0,3.1,1.0,1.3,1.0,2.1
Pelo modo de pilotar a moto tava bêbado ou drogado .motoqueiro jamais devia disputar ou descutir com carros porque ta em desvantagem  uma encostada ja derruba o motoqueiro .mesma coisa carro discutir com camioneiro é uma formiguinha,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0,0.0,0,0.0,0.0
"Valores, parabéns aos pais e Deus abencoe esse guri.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Está certíssima ela! Esses namoros não duram nada! E aí ela fica com fotos com cara que sabe-se lá que apito toca! DEPOIS se casa com outro e os filhos ficam vendo à mãe com outro nas redes sociais! Até com marido é arriscado, se preservem mulheres! Vc pode estar entrando em empresa falida!🤔🫣🙈",1.0,1.3,1.0,3.4,0.0,0,1.0,3.4,1.0,1.4,0.0,0.0
esse cara um picareta prega mas nao faz o que prega,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"Quando se tem relacionamento com pessoas que já foram machucadas é preciso muita conversa, diálogo, fazer a mulher entender que o sofrimento acabou e que vc a ama de verdade. As vezes não é a traição e sim a falta de se sentir segura.",0.0,0,0.0,0.0,0.0,0,1.0,3.3,0.0,0,0.0,0.0
"A desculpa que esse tipo de podcast serve pra divulgar a RED já não cola mais, estão no mesmo caminho do F. NETO, se tornando aquilo que tanto criticava. Não tem redpill alguma nisso, só redflag, e pessoas com estilo de vida influencer que não reflete o mundo real",1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,0.0,0,0.0,0.0
"Rapaz, nem na Globe tem atores tão bons.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"""eu falei par você que eu bebi!!!"" - a culpa é da bebida kkkkkkkkk faz me rir!!!!!",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Mesma coisa acontece quando o barco começa a afundar, os ratos sao os primeiros a  fugir.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"  o kaká? Tu não fala nada né? Um cara bom, evangélico, lindo, família,  bom pai, bom marido e...mesmo assim tomou pé na bunda! Não é desse tipo que as mulheres clamam pra ter? Ou é o bandido tatuado?",1.0,1.3,1.0,2.1,0.0,0,1.0,3.3,1.0,1.3,1.0,2.1
"   Ronaldo, acho que você está confundindo dois conceitos bem diferentes. Quando falamos que Deus não teve um início, não estamos dizendo que Ele ""surgiu do nada"", mas que Ele sempre existiu, fora do tempo e do espaço. Isso é diferente do universo, que claramente teve um começo e está sujeito às leis do tempo e da causalidade. Se tudo no universo precisa de uma causa, então a própria existência do universo exige algo que não seja limitado por essas mesmas leis – e esse algo é Deus.Já no seu argumento sobre a natureza, ele ignora um ponto essencial: o mundo não é mais como foi originalmente criado. De acordo com a Bíblia, a morte, o sofrimento e a luta pela sobrevivência entre os animais não eram parte do plano original, mas uma consequência do pecado da humanidade. O homem escolheu se afastar de Deus, e isso trouxe corrupção para toda a criação. A própria natureza reflete esse estado caído – por isso vemos predadores, doenças e mortes. A culpa não é de Deus, mas do que a humanidade escolheu.E sobre Jesus, Ele não “criou essa bagunça” – pelo contrário, veio para consertá-la. O cristianismo não é um conto de fadas onde tudo já está perfeito, mas a história de um Deus que entrou na nossa realidade para restaurá-la. Você pode até discordar, mas dizer que Ele ""foi inventado"" sem considerar os registros históricos é ignorar evidências.No fim, você diz que devemos ""ter compaixão por nós mesmos"", mas de onde vem essa ideia? Se somos apenas carne e instinto, como os outros animais, por que deveríamos nos importar com compaixão e moralidade? É justamente a visão cristã que dá sentido a isso, ao mostrar que fomos criados à imagem de Deus e temos valor além do que a natureza sugere.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Aos mais novos, que acreditam no conservadorismo como solução, aconselho-os a procurar o texto acerca da bolha misândrica que saiu até no New York times deve ter mais de 10 anos. O homem conservador é o mais insalubridade e o que mais caga regra aos outros. A pegada desse texto vai na linha de que, por mais que haja um sistema feminista, elas não conseguiriam prejudicar um homem sem o aval e a chancela do homem tradcon e o mesmo faz na intenção de se aparentar cavalheiresco. Recomendo",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Mulheres, deixem de ser ridículas. Mais classe , mais respeito por vocês, mais amor próprio. 😮",1.0,1.3,1.0,3.4,1.0,1.3,1.0,2.1,1.0,1.3,1.0,4.2
A única parte ruim do vídeo é que ele acaba.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Isso não é uma vó não isso é um anjo.🥲🙏,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Hunn, será que ela ficaria na pior com o dela😊😅 kkkk sei não",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Relacionamento é feito de muitas micro coisas e poucas macro coisas.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Sai do emprego! Fica em casa, cuidando do marido e dos filhos se os tiver. Faça um curso de corte e costura e ganha dinheiro sem sair de casa. Pague a Previdência como costureira autonoma. Seja feliz com sua familia, seu marido!",1.0,1.3,1.0,3.4,0.0,0,1.0,3.4,1.0,1.3,1.0,3.2
Homens são agressivos sim! Eles matam mulheres então a moça está certa.,1.0,1.4,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0,0.0,0.0
Que vídeo lindo que vc postou ❤Ate que enfim nao ta falando mal da mulherada 😂😂😂,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Na verdade essas véia largadas tão mais pra empoeiradas, o cara que se junta com elas tem q aguentar as crises existenciais",1.0,1.3,1.0,2.1,1.0,1.2,1.0,3.1,1.0,1.3,1.0,2.1
